Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2018
Profit & Loss,OPM %,18%,,,,17%,,,,18%,,,,13%,11%,18%,18%,
Profit & Loss,Other Income,5,,,,3,,,,-38,,,,-4,1,1,2,
Profit & Loss,Interest,1,,,,1,,,,3,,,,3,0,0,0,
Profit & Loss,Depreciation,1,,,,2,,,,2,,,,2,0,0,0,
Profit & Loss,Profit before tax,55,,,,57,,,,2,,,,29,2,9,44,
Profit & Loss,Tax %,13%,,,,19%,,,,219%,,,,13%,19%,31%,14%,
Profit & Loss,Net Profit,48,,,,46,,,,-2,,,,25,2,6,38,
Profit & Loss,EPS in Rs,9.53,,,,9.03,,,,-0.44,,,,4.54,1.30,1.22,7.63,
Profit & Loss,Dividend Payout %,1%,,,,0%,,,,0%,,,,0%,0%,0%,0%,
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,10,,,,10,,,,11,,,,11,3,10,10,
Balance Sheet,Reserves,103,,,,173,,,,190,,,,221,0,18,55,
Balance Sheet,Borrowings,4,,,,13,,,,19,,,,53,0,0,4,
Balance Sheet,Other Liabilities,60,,,,43,,,,38,,,,25,3,8,31,
Balance Sheet,Total Liabilities,176,,,,240,,,,258,,,,310,6,36,100,
Balance Sheet,Fixed Assets,29,,,,41,,,,41,,,,41,0,0,2,
Balance Sheet,CWIP,1,,,,3,,,,2,,,,22,0,0,0,
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,0,0,3,
Balance Sheet,Other Assets,147,,,,195,,,,215,,,,247,6,36,94,
Balance Sheet,Total Assets,176,,,,240,,,,258,,,,310,6,36,100,
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,34,,,,6,,,,5,,,,-35,-2,-14,0,
Cash Flows,Cash from Investing Activity,-28,,,,-11,,,,-1,,,,-22,-0,-0,-6,
Cash Flows,Cash from Financing Activity,-0,,,,26,,,,30,,,,34,0,18,4,
Cash Flows,Net Cash Flow,6,,,,21,,,,34,,,,-23,-2,4,-2,
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,36,,,,57,,,,84,,,,138,147,238,121,
Ratios,Inventory Days,184,,,,189,,,,233,,,,173,,9,29,
Ratios,Days Payable,92,,,,62,,,,82,,,,36,,64,53,
Ratios,Cash Conversion Cycle,129,,,,184,,,,235,,,,275,147,183,97,
Ratios,Working Capital Days,97,,,,133,,,,168,,,,224,82,181,96,
Ratios,ROCE %,60%,,,,37%,,,,21%,,,,12%,,57%,93%,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,72.86%,72.86%,72.69%,71.57%,71.22%,71.22%,71.22%,66.86%,65.99%,65.99%,65.99%,65.99%,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,19.00%,18.95%,18.66%,18.57%,18.57%,18.57%,17.21%,16.88%,16.48%,16.48%,16.02%,,,,
Shareholding Pattern (Quarterly),DIIs,,19.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.02%,0.02%,0.02%,0.02%,0.02%,,,,
Shareholding Pattern (Quarterly),Public,,8.11%,8.11%,8.33%,9.75%,10.18%,10.18%,10.18%,15.91%,17.11%,17.50%,17.50%,17.96%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,4176,4800,4730,4859,5123,5047,5045,5206,6586,7863,8529,9994,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,72.86%,,,,71.57%,,,,66.86%,,,,65.99%,73.23%,72.86%,72.86%,73.23%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,18.66%,,,,17.21%,,,,16.02%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,19.31%,,,,0.03%,,,,0.02%,,,,0.02%,0.09%,19.04%,19.48%,0.09%
Shareholding Pattern (Yearly),Public,7.83%,,,,9.75%,,,,15.91%,,,,17.96%,26.49%,8.09%,7.66%,26.84%
Shareholding Pattern (Yearly),No. of Shareholders,3988,,,,4859,,,,5206,,,,9994,450,589,2636,450
,,,,,,,,,,,,,,,,,,
