Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,Tax %,0%,,,,0%,,,,0%,,,,0%,,0%,0%,0%,0%,0%
Profit & Loss,Net Profit,-297,,,,-140,,,,-441,,,,1129,0,-0,-185,-260,-259,-329
Profit & Loss,EPS in Rs,-12.41,,,,-5.85,,,,-18.41,,,,47.11,,,-7.70,-10.84,-10.81,-13.74
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,48,,,,48,,,,48,,,,48,0.02,48,48,48,48,48
Balance Sheet,Reserves,-1043,,,,-1362,,,,-1803,,,,-674,-0,-33,-32,-275,-556,-902
Balance Sheet,Borrowings,2409,,,,2411,,,,2412,,,,421,0,2396,2418,2456,2506,2517
Balance Sheet,Other Liabilities,1072,,,,1340,,,,1318,,,,1205,0,416,536,695,863,806
Balance Sheet,Total Liabilities,2485,,,,2437,,,,1974,,,,1000,0,2828,2970,2924,2861,2469
Balance Sheet,Fixed Assets,868,,,,116,,,,0,,,,0,0,861,2697,2717,912,891
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,0,1731,52,3,0,0
Balance Sheet,Investments,251,,,,229,,,,209,,,,91,0,49,121,123,102,86
Balance Sheet,Other Assets,1367,,,,2093,,,,1765,,,,909,0,186,100,81,1847,1491
Balance Sheet,Total Assets,2485,,,,2437,,,,1974,,,,1000,0,2828,2970,2924,2861,2469
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,813,,,,93,,,,312,,,,175,0,225,250,132,1712,467
Cash Flows,Cash from Investing Activity,-164,,,,22,,,,20,,,,-3,0,-2617,-76,-126,7,15
Cash Flows,Cash from Financing Activity,-647,,,,-114,,,,-328,,,,-161,0,2434,-195,-21,-1723,-481
Cash Flows,Net Cash Flow,2,,,,2,,,,3,,,,10,0,43,-22,-15,-4,1
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,97,,,,33,,,,134,,,,148,,,30,29,1,1
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,97,,,,33,,,,134,,,,148,,,30,29,1,1
Ratios,Working Capital Days,-69357,,,,-33123,,,,-212453,,,,16057,,,-681,-1665,-1032,-2107
Ratios,ROCE %,0%,,,,1%,,,,1%,,,,7%,,-0%,3%,-6%,-6%,-11%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,61.15%,61.16%,61.16%,61.16%,61.16%,61.16%,61.16%,61.16%,61.16%,61.16%,61.16%,61.16%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,4.08%,4.08%,4.09%,4.08%,4.08%,4.08%,4.08%,4.08%,4.08%,4.08%,4.08%,4.08%,,,,,,
Shareholding Pattern (Quarterly),Public,,34.77%,34.77%,34.76%,34.77%,34.77%,34.76%,34.77%,34.78%,34.77%,34.78%,34.77%,34.78%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,26720,29603,33576,34829,35003,37099,43360,42925,42206,41502,41032,40812,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,61.15%,,,,61.16%,,,,61.16%,,,,61.16%,,,,61.15%,61.15%,61.15%
Shareholding Pattern (Yearly),FIIs,4.08%,,,,4.08%,,,,4.08%,,,,4.08%,,,,20.11%,16.81%,6.98%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,,,1.93%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,34.77%,,,,34.77%,,,,34.78%,,,,34.78%,,,,16.80%,22.03%,31.86%
Shareholding Pattern (Yearly),No. of Shareholders,25268,,,,34829,,,,42925,,,,40812,,,,13384,13727,17400
,,,,,,,,,,,,,,,,,,,,
