Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Cash Flows,Net Cash Flow,60,,,,290,,,,602,,,,254,86,-15,-12,81,52,10,-36
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,94,,,,89,,,,82,,,,86,96,86,80,94,76,90,83
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,94,,,,89,,,,82,,,,86,96,86,80,94,76,90,83
Ratios,Working Capital Days,52,,,,14,,,,43,,,,37,67,41,60,77,57,68,49
Ratios,ROCE %,31%,,,,36%,,,,34%,,,,28%,,43%,41%,38%,45%,43%,27%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,73.88%,73.87%,73.85%,73.85%,73.80%,73.77%,73.75%,73.74%,73.69%,73.69%,73.66%,73.66%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,6.34%,6.04%,7.22%,6.69%,5.31%,5.89%,5.63%,5.52%,4.46%,4.35%,4.19%,5.18%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,4.08%,8.00%,7.69%,8.41%,10.37%,10.77%,11.33%,12.09%,13.07%,13.72%,14.30%,13.67%,,,,,,,
Shareholding Pattern (Quarterly),Public,,15.69%,12.10%,11.24%,11.06%,10.51%,9.55%,9.29%,8.65%,8.77%,8.24%,7.85%,7.47%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,276779,305881,288961,297569,284646,266571,257396,243374,254732,236000,231067,219573,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,73.90%,,,,73.85%,,,,73.74%,,,,73.66%,,,89.77%,88.81%,78.88%,74.62%,74.24%
Shareholding Pattern (Yearly),FIIs,7.14%,,,,6.69%,,,,5.52%,,,,5.18%,,,3.54%,2.95%,5.09%,8.37%,9.06%
Shareholding Pattern (Yearly),DIIs,5.20%,,,,8.41%,,,,12.09%,,,,13.67%,,,1.08%,0.78%,4.43%,4.88%,6.36%
Shareholding Pattern (Yearly),Public,13.76%,,,,11.06%,,,,8.65%,,,,7.47%,,,5.61%,7.47%,11.60%,12.13%,10.34%
Shareholding Pattern (Yearly),No. of Shareholders,222196,,,,297569,,,,243374,,,,219573,,,102646,78346,92243,95537,114727
,,,,,,,,,,,,,,,,,,,,,
