Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,2,2,23,19,17,0
Balance Sheet,Other Assets,488,,,,589,,,,828,,,,921,142,105,153,254,354,440
Balance Sheet,Total Assets,610,,,,759,,,,1080,,,,1196,153,120,191,297,400,488
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,106,,,,106,,,,61,,,,-20,-5,1,8,-9,31,62
Cash Flows,Cash from Investing Activity,-76,,,,-77,,,,-88,,,,-39,-6,-6,-27,-9,-7,-5
Cash Flows,Cash from Financing Activity,-16,,,,-16,,,,81,,,,-14,5,7,30,14,-22,-54
Cash Flows,Net Cash Flow,14,,,,14,,,,55,,,,-73,-6,1,11,-4,2,4
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,5,,,,4,,,,4,,,,4,11,8,9,55,19,20
Ratios,Inventory Days,,,,,,,,,,,,,1729,1402,308,684,2711,5336,3122
Ratios,Days Payable,,,,,,,,,,,,,35,90,24,53,212,201,146
Ratios,Cash Conversion Cycle,5,,,,4,,,,4,,,,1698,1323,292,641,2553,5154,2996
Ratios,Working Capital Days,23,,,,-3,,,,7,,,,132,355,180,258,517,446,246
Ratios,ROCE %,31%,,,,30%,,,,25%,,,,22%,,18%,20%,13%,18%,20%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,72.94%,72.95%,72.95%,72.95%,72.95%,72.95%,72.95%,72.95%,72.95%,72.95%,72.95%,72.95%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,1.21%,0.56%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.02%,0.02%,,,,,,
Shareholding Pattern (Quarterly),Public,,27.06%,27.06%,27.07%,27.07%,27.06%,27.05%,27.06%,27.05%,27.05%,27.01%,25.83%,26.47%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,1052,1517,1394,1434,1443,1550,1714,2772,2909,3205,3620,4573,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,72.94%,,,,72.95%,,,,72.95%,,,,72.95%,,72.54%,72.54%,72.54%,72.54%,72.94%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.56%,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.02%,,1.72%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,27.06%,,,,27.07%,,,,27.05%,,,,26.47%,,25.74%,27.46%,27.46%,27.46%,27.06%
Shareholding Pattern (Yearly),No. of Shareholders,940,,,,1434,,,,2772,,,,4573,,72,126,331,554,704
,,,,,,,,,,,,,,,,,,,,
