Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,86,,,,74,,,,81,,,,67,72,74,69,77,95,93,126
Ratios,Working Capital Days,-696,,,,-803,,,,-999,,,,-1167,-109,-46,44,-345,-385,-417,-790
Ratios,ROCE %,,,,,,,,,,,,,,,12%,14%,-2%,-54%,-119%,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,33.16%,33.16%,33.16%,33.16%,33.16%,36.61%,36.61%,36.61%,36.61%,36.59%,36.59%,32.20%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,17.92%,17.92%,17.92%,17.92%,17.92%,16.99%,16.99%,16.99%,16.99%,17.01%,16.94%,6.07%,,,,,,,
Shareholding Pattern (Quarterly),Public,,48.92%,48.92%,48.91%,48.92%,48.92%,46.39%,46.40%,46.38%,46.39%,46.40%,46.46%,61.74%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,11401,11322,11434,11336,11277,11207,11483,13709,13249,13216,13652,15035,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,33.16%,,,,33.16%,,,,36.61%,,,,32.20%,,,45.77%,31.19%,29.72%,29.72%,29.72%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,,0.01%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,17.92%,,,,17.92%,,,,16.99%,,,,6.07%,,,0.58%,20.30%,18.85%,18.85%,18.85%
Shareholding Pattern (Yearly),Public,48.92%,,,,48.92%,,,,46.38%,,,,61.74%,,,53.64%,48.51%,51.44%,51.44%,51.44%
Shareholding Pattern (Yearly),No. of Shareholders,11457,,,,11336,,,,13709,,,,15035,,,7249,11461,11589,11403,11206
,,,,,,,,,,,,,,,,,,,,,
