Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Ratios,Days Payable,216,,,,208,,,,136,,,,151,126,152,137,103,123,171,152
Ratios,Cash Conversion Cycle,51,,,,162,,,,245,,,,230,-41,-11,31,71,59,7,9
Ratios,Working Capital Days,146,,,,206,,,,200,,,,221,-11,36,52,107,147,160,98
Ratios,ROCE %,12%,,,,8%,,,,6%,,,,5%,,32%,32%,28%,16%,11%,11%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,50.32%,50.32%,50.32%,50.32%,50.05%,47.95%,47.95%,47.95%,47.95%,47.95%,47.95%,47.37%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.04%,0.01%,0.01%,0.01%,0.35%,0.66%,1.18%,2.99%,2.15%,3.28%,4.33%,4.28%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.59%,0.88%,0.88%,0.88%,0.88%,0.64%,,,,,,,
Shareholding Pattern (Quarterly),Public,,49.64%,49.67%,49.67%,49.67%,49.60%,51.14%,50.28%,48.17%,49.00%,47.87%,46.81%,47.72%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,7726,8380,8579,8460,8556,9190,9149,9398,10001,10627,11633,12841,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,50.32%,,,,50.32%,,,,47.95%,,,,47.37%,,,71.20%,62.62%,52.50%,52.92%,52.92%
Shareholding Pattern (Yearly),FIIs,0.06%,,,,0.01%,,,,2.99%,,,,4.28%,,,0.00%,0.00%,0.04%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.88%,,,,0.64%,,,1.84%,0.41%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,49.62%,,,,49.67%,,,,48.17%,,,,47.72%,,,26.96%,36.97%,47.46%,47.08%,47.08%
Shareholding Pattern (Yearly),No. of Shareholders,7792,,,,8460,,,,9398,,,,12841,,,1419,2227,3038,3350,5549
,,,,,,,,,,,,,,,,,,,,,
