Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Cash Flows,Net Cash Flow,34,,,,-16,,,,3,,,,-3,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,65,,,,55,,,,67,,,,80,,,,,
Ratios,Inventory Days,114,,,,69,,,,82,,,,121,,,,,
Ratios,Days Payable,87,,,,50,,,,68,,,,87,,,,,
Ratios,Cash Conversion Cycle,92,,,,74,,,,81,,,,114,,,,,
Ratios,Working Capital Days,88,,,,79,,,,85,,,,90,,,,,
Ratios,ROCE %,,,,,11%,,,,14%,,,,19%,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,43.81%,43.81%,43.81%,43.81%,43.81%,43.81%,43.81%,43.81%,43.81%,43.81%,43.72%,43.72%,,,,,
Shareholding Pattern (Quarterly),FIIs,,6.94%,7.13%,7.12%,7.13%,7.12%,7.01%,7.00%,6.64%,2.04%,3.11%,5.42%,7.38%,,,,,
Shareholding Pattern (Quarterly),DIIs,,13.83%,14.35%,14.37%,14.10%,13.84%,13.82%,12.99%,7.70%,9.50%,12.35%,11.65%,13.73%,,,,,
Shareholding Pattern (Quarterly),Public,,35.42%,34.71%,34.70%,34.95%,35.23%,35.36%,36.20%,41.86%,44.67%,40.73%,39.19%,35.17%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,4797,4999,5131,5257,5729,6236,8339,9208,10632,15255,19191,19442,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,43.81%,,,,43.81%,,,,43.81%,,,,43.72%,54.09%,51.07%,51.07%,51.08%,51.08%
Shareholding Pattern (Yearly),FIIs,6.10%,,,,7.13%,,,,6.64%,,,,7.38%,0.00%,0.02%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,13.53%,,,,14.10%,,,,7.70%,,,,13.73%,8.53%,11.41%,13.04%,15.95%,13.87%
Shareholding Pattern (Yearly),Public,36.56%,,,,34.95%,,,,41.86%,,,,35.17%,37.37%,37.51%,35.89%,32.97%,35.05%
Shareholding Pattern (Yearly),No. of Shareholders,4635,,,,5257,,,,9208,,,,19442,3694,3023,4721,4480,4077
,,,,,,,,,,,,,,,,,,,
