Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Jun 2025
Balance Sheet,Other Liabilities,346,,,,424,,,,718,,,,1129,38,46,49,60,84,133,146,240,
Balance Sheet,Total Liabilities,976,,,,1107,,,,1805,,,,2619,189,227,232,287,428,473,502,655,
Balance Sheet,Fixed Assets,88,,,,126,,,,134,,,,264,32,32,34,37,78,98,88,86,
Balance Sheet,CWIP,0,,,,5,,,,7,,,,1,0,0,0,1,4,0,0,0,
Balance Sheet,Investments,11,,,,11,,,,23,,,,59,26,22,22,26,47,22,20,7,
Balance Sheet,Other Assets,877,,,,965,,,,1641,,,,2295,131,173,175,222,299,352,395,562,
Balance Sheet,Total Assets,976,,,,1107,,,,1805,,,,2619,189,227,232,287,428,473,502,655,
,,,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-34,,,,138,,,,-148,,,,-294,-14,-22,28,-20,4,-36,26,-45,
Cash Flows,Cash from Investing Activity,-123,,,,-48,,,,-18,,,,-161,-40,13,5,-11,-22,54,13,15,
Cash Flows,Cash from Financing Activity,152,,,,-29,,,,224,,,,449,57,6,-22,21,39,-28,-15,23,
Cash Flows,Net Cash Flow,-5,,,,62,,,,58,,,,-6,3,-3,11,-9,21,-11,24,-7,
,,,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,104,,,,107,,,,91,,,,110,308,572,169,313,281,201,251,158,
Ratios,Inventory Days,,,,,,,,,,,,,,145,584,32,206,284,,,,
Ratios,Days Payable,,,,,,,,,,,,,,952,1984,164,136,160,,,,
Ratios,Cash Conversion Cycle,104,,,,107,,,,91,,,,110,-499,-828,38,383,405,201,251,158,
Ratios,Working Capital Days,479,,,,209,,,,169,,,,147,242,490,148,323,350,586,553,570,
Ratios,ROCE %,17%,,,,16%,,,,25%,,,,22%,12%,14%,14%,14%,13%,10%,10%,10%,
,,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,,51.46%,51.46%,55.32%,55.98%,56.27%,57.98%,58.21%,58.21%,58.21%,58.21%,58.13%,,,,,,,,,56.44%
Shareholding Pattern (Quarterly),FIIs,,,14.09%,14.09%,15.12%,14.97%,15.44%,13.58%,12.44%,12.22%,12.72%,13.70%,13.63%,,,,,,,,,14.13%
Shareholding Pattern (Quarterly),DIIs,,,0.00%,0.00%,0.00%,0.00%,0.04%,0.05%,0.06%,0.07%,0.09%,0.18%,0.16%,,,,,,,,,0.19%
Shareholding Pattern (Quarterly),Public,,,34.46%,34.47%,29.56%,29.05%,28.26%,28.41%,29.29%,29.51%,28.98%,27.92%,28.09%,,,,,,,,,29.24%
Shareholding Pattern (Quarterly),No. of Shareholders,,,5204,5057,5101,6202,7234,8096,18513,18524,19415,23768,21984,,,,,,,,,25330
,,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,51.45%,,,,55.32%,,,,58.21%,,,,58.13%,,,,46.84%,73.42%,73.42%,73.42%,63.53%,56.44%
Shareholding Pattern (Yearly),FIIs,7.18%,,,,15.12%,,,,12.44%,,,,13.63%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,14.13%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.06%,,,,0.16%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%
Shareholding Pattern (Yearly),Government,0.01%,,,,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%
Shareholding Pattern (Yearly),Public,41.36%,,,,29.56%,,,,29.29%,,,,28.09%,,,,53.16%,26.58%,26.58%,26.58%,36.46%,29.24%
Shareholding Pattern (Yearly),No. of Shareholders,3560,,,,5101,,,,18513,,,,21984,,,,2148,2188,2145,2091,1925,25330
,,,,,,,,,,,,,,,,,,,,,,,
