Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Shareholding Pattern (Quarterly),Promoters,,73.50%,73.50%,73.50%,73.50%,73.50%,73.50%,73.50%,73.50%,73.50%,73.50%,73.50%,73.50%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,,,,,,,
Shareholding Pattern (Quarterly),Public,,26.43%,26.42%,26.43%,26.42%,26.42%,26.43%,26.42%,26.42%,26.42%,26.43%,26.41%,26.42%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,2753,3147,3127,3083,2930,2961,2855,3056,2895,3247,3634,3524,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,73.49%,,,,73.50%,,,,73.50%,,,,73.50%,,,73.49%,73.49%,73.49%,73.49%,73.49%
Shareholding Pattern (Yearly),DIIs,0.08%,,,,0.08%,,,,0.08%,,,,0.08%,,,0.17%,0.11%,0.10%,0.08%,0.08%
Shareholding Pattern (Yearly),Public,26.42%,,,,26.42%,,,,26.42%,,,,26.42%,,,26.33%,26.40%,26.41%,26.42%,26.42%
Shareholding Pattern (Yearly),No. of Shareholders,2732,,,,3083,,,,3056,,,,3524,,,2182,2210,1967,1903,1969
,,,,,,,,,,,,,,,,,,,,,
