Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Other Assets,175,,,,139,,,,104,,,,200,23,33,182
Balance Sheet,Total Assets,219,,,,207,,,,205,,,,210,24,34,186
,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,1,,,,10,,,,-3,,,,-19,0,-8,35
Cash Flows,Cash from Investing Activity,-3,,,,-16,,,,18,,,,8,-0,-0,-110
Cash Flows,Cash from Financing Activity,-7,,,,-2,,,,-1,,,,-0,-0,8,92
Cash Flows,Net Cash Flow,-9,,,,-8,,,,14,,,,-11,0,-0,17
,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,4,,,,14,,,,6,,,,11,52,47,0
Ratios,Inventory Days,174,,,,167,,,,186,,,,214,123,93,135
Ratios,Days Payable,13,,,,24,,,,31,,,,35,89,33,32
Ratios,Cash Conversion Cycle,165,,,,157,,,,161,,,,190,87,107,103
Ratios,Working Capital Days,111,,,,160,,,,179,,,,441,45,85,62
Ratios,ROCE %,33%,,,,-6%,,,,-4%,,,,-1%,,57%,67%
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,70.00%,70.00%,62.98%,62.98%,62.98%,63.24%,63.24%,63.24%,63.24%,63.78%,64.06%,64.30%,,,
Shareholding Pattern (Quarterly),FIIs,,12.04%,1.67%,0.10%,0.10%,0.10%,0.10%,0.07%,0.07%,0.07%,0.69%,0.36%,1.07%,,,
Shareholding Pattern (Quarterly),DIIs,,5.22%,0.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.04%,,,
Shareholding Pattern (Quarterly),Public,,12.74%,27.78%,36.92%,36.91%,36.92%,36.67%,36.69%,36.69%,36.69%,35.53%,35.54%,34.59%,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,26114,63911,62007,58560,55569,52255,49600,45996,43813,41986,41314,39304,,,
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,70.00%,,,,62.98%,,,,63.24%,,,,64.30%,,,70.00%
Shareholding Pattern (Yearly),FIIs,12.22%,,,,0.10%,,,,0.07%,,,,1.07%,,,10.51%
Shareholding Pattern (Yearly),DIIs,5.23%,,,,0.00%,,,,0.00%,,,,0.04%,,,8.09%
Shareholding Pattern (Yearly),Public,12.55%,,,,36.91%,,,,36.69%,,,,34.59%,,,11.40%
Shareholding Pattern (Yearly),No. of Shareholders,26123,,,,58560,,,,45996,,,,39304,,,7827
,,,,,,,,,,,,,,,,,
