Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Other Liabilities,75,,,,62,,,,53,,,,64,28,29,27
Balance Sheet,Total Liabilities,300,,,,286,,,,278,,,,315,164,180,199
Balance Sheet,Fixed Assets,56,,,,74,,,,70,,,,66,60,51,55
Balance Sheet,CWIP,5,,,,0,,,,0,,,,0,0,3,0
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,0,0,0
Balance Sheet,Other Assets,240,,,,212,,,,208,,,,250,104,126,144
Balance Sheet,Total Assets,300,,,,286,,,,278,,,,315,164,180,199
,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-19,,,,46,,,,28,,,,1,0,0,17
Cash Flows,Cash from Investing Activity,-11,,,,-25,,,,-9,,,,-10,0,-9,-13
Cash Flows,Cash from Financing Activity,27,,,,-21,,,,-19,,,,9,0,8,1
Cash Flows,Net Cash Flow,-3,,,,0,,,,0,,,,-0,0,-1,4
,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,60,,,,44,,,,60,,,,56,91,102,103
Ratios,Inventory Days,55,,,,46,,,,29,,,,26,,,
Ratios,Days Payable,158,,,,58,,,,63,,,,76,,,
Ratios,Cash Conversion Cycle,-43,,,,33,,,,26,,,,6,91,102,103
Ratios,Working Capital Days,72,,,,59,,,,76,,,,60,65,90,108
Ratios,ROCE %,18%,,,,11%,,,,5%,,,,8%,,9%,12%
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,63.69%,63.69%,63.69%,63.69%,63.69%,63.69%,63.69%,63.69%,63.69%,63.69%,63.69%,63.69%,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,9.80%,15.32%,20.37%,9.30%,5.54%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,,,
Shareholding Pattern (Quarterly),DIIs,,11.25%,1.37%,1.37%,1.32%,1.32%,1.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
Shareholding Pattern (Quarterly),Public,,25.07%,25.15%,19.62%,14.63%,25.70%,29.46%,36.31%,36.29%,36.31%,36.31%,36.31%,36.31%,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,4123,3499,4065,6384,11975,15396,29298,47953,50119,51479,59294,59942,,,
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,63.40%,,,,63.69%,,,,63.69%,,,,63.69%,62.94%,62.95%,63.40%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,20.37%,,,,0.03%,,,,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,11.25%,,,,1.32%,,,,0.00%,,,,0.00%,10.50%,13.34%,12.30%
Shareholding Pattern (Yearly),Public,25.35%,,,,14.63%,,,,36.29%,,,,36.31%,26.66%,23.72%,24.30%
Shareholding Pattern (Yearly),No. of Shareholders,3108,,,,6384,,,,47953,,,,59942,634,272,611
,,,,,,,,,,,,,,,,,
