Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Ratios,Days Payable,,,,,,,,,460,,,,56,4,5,,,3492,1510
Ratios,Cash Conversion Cycle,45,,,,22,,,,5338,,,,675,507,556,0,24,8756,13262
Ratios,Working Capital Days,675,,,,259,,,,338,,,,425,385,558,557,1347,304,952
Ratios,ROCE %,7%,,,,17%,,,,16%,,,,15%,,17%,6%,6%,6%,6%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.65%,74.65%,74.44%,74.44%,74.40%,73.45%,73.68%,73.68%,73.63%,73.63%,73.63%,73.63%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.03%,0.07%,0.01%,0.15%,0.24%,2.34%,1.56%,0.56%,0.41%,3.15%,2.34%,2.28%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.12%,0.08%,0.01%,0.03%,0.01%,0.01%,0.07%,0.01%,0.80%,1.61%,2.47%,2.43%,,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,2.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
Shareholding Pattern (Quarterly),Public,,25.20%,23.06%,25.53%,25.38%,25.35%,24.20%,24.68%,25.75%,25.18%,21.62%,21.57%,21.67%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,9151,8770,7923,7582,7382,10201,10330,10910,9787,10635,10762,10706,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.97%,,,,74.44%,,,,73.68%,,,,73.63%,,75.00%,74.97%,74.97%,74.97%,74.97%
Shareholding Pattern (Yearly),FIIs,0.03%,,,,0.15%,,,,0.56%,,,,2.28%,,0.00%,0.01%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.01%,,,,0.03%,,,,0.01%,,,,2.43%,,0.01%,0.05%,0.01%,0.01%,0.01%
Shareholding Pattern (Yearly),Public,24.99%,,,,25.38%,,,,25.75%,,,,21.67%,,24.99%,24.97%,25.02%,25.02%,25.02%
Shareholding Pattern (Yearly),No. of Shareholders,7971,,,,7582,,,,10910,,,,10706,,5228,5430,5580,5688,7304
,,,,,,,,,,,,,,,,,,,,
