Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Cash Flows,Cash from Investing Activity,-66,,,,-38,,,,-20,,,,-726,,-40,84,86,-92,-272,60
Cash Flows,Cash from Financing Activity,-119,,,,-23,,,,73,,,,-148,,84,-21,-19,86,222,-85
Cash Flows,Net Cash Flow,11,,,,3,,,,8,,,,-10,,-2,2,0,2,2,80
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,134,,,,110,,,,112,,,,90,92,134,85,250,176,214,152
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,134,,,,110,,,,112,,,,90,92,134,85,250,176,214,152
Ratios,Working Capital Days,46,,,,107,,,,160,,,,-6,39,158,193,532,440,429,111
Ratios,ROCE %,7%,,,,10%,,,,7%,,,,16%,,8%,5%,-1%,4%,-31%,1%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,67.42%,67.42%,67.42%,66.88%,63.40%,63.40%,63.40%,64.26%,64.26%,64.26%,64.26%,64.26%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.70%,0.52%,0.76%,0.81%,0.33%,0.29%,0.27%,0.42%,0.29%,0.45%,0.64%,2.05%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.84%,0.84%,1.05%,1.05%,1.05%,0.94%,,,,,,,
Shareholding Pattern (Quarterly),Public,,31.88%,32.06%,31.82%,32.31%,36.28%,36.30%,35.49%,34.48%,34.40%,34.23%,34.05%,32.75%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,20069,18339,18571,18686,18186,17157,18380,18449,20784,21682,21522,29020,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,67.42%,,,,66.88%,,,,64.26%,,,,64.26%,,,64.01%,63.80%,66.02%,67.19%,67.42%
Shareholding Pattern (Yearly),FIIs,1.04%,,,,0.81%,,,,0.42%,,,,2.05%,,,0.04%,0.19%,0.03%,0.02%,0.02%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.84%,,,,0.94%,,,0.23%,0.50%,0.47%,0.36%,0.00%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,,0.00%,0.12%,0.14%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,31.54%,,,,32.31%,,,,34.48%,,,,32.75%,,,34.59%,35.39%,33.34%,32.43%,32.56%
Shareholding Pattern (Yearly),Others,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,,1.12%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),No. of Shareholders,20735,,,,18686,,,,18449,,,,29020,,,14368,17598,16607,15260,14934
,,,,,,,,,,,,,,,,,,,,,
