Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,Interest,0,,,,0,,,,0,,,,0,1,2,1,0,0,0
Profit & Loss,Depreciation,0,,,,0,,,,0,,,,0,0,0,0,0,0,0
Profit & Loss,Profit before tax,25,,,,19,,,,55,,,,45,3,6,11,9,2,18
Profit & Loss,Tax %,24%,,,,26%,,,,23%,,,,24%,20%,20%,18%,23%,28%,29%
Profit & Loss,Net Profit,19,,,,14,,,,43,,,,34,3,5,9,7,1,13
Profit & Loss,EPS in Rs,17.69,,,,12.98,,,,40.06,,,,32.05,2.43,4.49,8.18,6.62,1.20,12.08
Profit & Loss,Dividend Payout %,11%,,,,23%,,,,17%,,,,50%,12%,13%,7%,9%,50%,8%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,11,,,,11,,,,11,,,,11,6,6,6,6,6,11
Balance Sheet,Reserves,55,,,,66,,,,108,,,,118,9,13,21,28,28,36
Balance Sheet,Borrowings,2,,,,0,,,,0,,,,0,18,18,6,1,3,0
Balance Sheet,Other Liabilities,4,,,,4,,,,7,,,,8,12,3,4,4,3,3
Balance Sheet,Total Liabilities,72,,,,80,,,,125,,,,136,45,41,38,40,40,50
Balance Sheet,Fixed Assets,1,,,,1,,,,1,,,,1,0,0,0,1,1,0
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,0,0,0,0,0,0
Balance Sheet,Investments,17,,,,39,,,,48,,,,31,0,0,0,0,0,2
Balance Sheet,Other Assets,53,,,,41,,,,76,,,,104,45,41,38,39,39,47
Balance Sheet,Total Assets,72,,,,80,,,,125,,,,136,45,41,38,40,40,50
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,21,,,,20,,,,16,,,,10,,0,16,8,-8,7
Cash Flows,Cash from Investing Activity,-18,,,,-19,,,,-10,,,,8,,3,1,-0,2,-2
Cash Flows,Cash from Financing Activity,1,,,,-4,,,,-4,,,,-21,,-2,-14,-6,0,-4
Cash Flows,Net Cash Flow,4,,,,-3,,,,2,,,,-2,,2,3,2,-6,1
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,37,,,,42,,,,26,,,,42,1,3,4,3,45,23
Ratios,Inventory Days,,,,,,,,,,,,,,93,66,44,28,,
Ratios,Days Payable,,,,,,,,,,,,,,0,0,0,0,,
Ratios,Cash Conversion Cycle,37,,,,42,,,,26,,,,42,94,69,48,31,45,23
Ratios,Working Capital Days,351,,,,318,,,,310,,,,537,63,59,39,26,1236,491
Ratios,ROCE %,44%,,,,26%,,,,57%,,,,38%,,23%,33%,28%,6%,44%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.00%,74.00%,74.00%,74.00%,74.01%,74.01%,74.01%,74.01%,74.01%,74.04%,74.04%,74.04%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.04%,,,,,,
Shareholding Pattern (Quarterly),Public,,26.00%,26.00%,25.99%,26.00%,25.98%,25.99%,25.99%,25.99%,25.99%,25.96%,25.92%,25.91%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,512,540,676,826,800,978,1178,2172,4232,8527,10161,9801,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.00%,,,,74.00%,,,,74.01%,,,,74.04%,,73.68%,73.68%,73.68%,73.68%,74.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.04%,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,26.00%,,,,26.00%,,,,25.99%,,,,25.91%,,26.33%,26.33%,26.32%,26.33%,26.01%
Shareholding Pattern (Yearly),No. of Shareholders,503,,,,826,,,,2172,,,,9801,,272,261,242,235,374
,,,,,,,,,,,,,,,,,,,,
