Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Ratios,Days Payable,122,,,,92,,,,145,,,,131,52,67,85,81,105,138,148
Ratios,Cash Conversion Cycle,21,,,,41,,,,-16,,,,6,49,56,30,60,28,-1,5
Ratios,Working Capital Days,58,,,,66,,,,24,,,,55,65,66,36,65,43,25,27
Ratios,ROCE %,26%,,,,12%,,,,9%,,,,9%,,12%,22%,25%,19%,12%,20%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,72.52%,72.51%,72.50%,72.50%,72.39%,72.39%,69.83%,69.71%,69.55%,69.50%,69.39%,69.39%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.60%,0.45%,0.45%,0.47%,0.48%,0.48%,0.67%,0.85%,1.05%,1.67%,1.97%,2.48%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,3.22%,1.62%,1.65%,1.73%,1.54%,1.55%,3.53%,3.43%,2.16%,3.22%,3.47%,3.38%,,,,,,,
Shareholding Pattern (Quarterly),Public,,23.66%,25.42%,25.40%,25.30%,25.59%,25.58%,25.97%,26.00%,27.25%,25.61%,25.17%,24.75%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,440446,476928,473411,464938,455337,452292,448068,428184,420509,387489,380059,376136,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,72.92%,,,,72.50%,,,,69.71%,,,,69.39%,,,,,,,72.92%
Shareholding Pattern (Yearly),FIIs,0.34%,,,,0.47%,,,,0.85%,,,,2.48%,,,,,,,5.54%
Shareholding Pattern (Yearly),DIIs,3.39%,,,,1.73%,,,,3.43%,,,,3.38%,,,,,,,6.05%
Shareholding Pattern (Yearly),Public,23.34%,,,,25.30%,,,,26.00%,,,,24.75%,,,,,,,15.49%
Shareholding Pattern (Yearly),No. of Shareholders,421458,,,,464938,,,,428184,,,,376136,,,,,,,97352
,,,,,,,,,,,,,,,,,,,,,
