Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Reserves,10,,,,10,,,,11,,,,14,9,9,12,13,15,15,9
Balance Sheet,Borrowings,13,,,,6,,,,12,,,,6,17,13,11,11,11,10,7
Balance Sheet,Other Liabilities,5,,,,2,,,,2,,,,4,9,23,23,10,10,5,6
Balance Sheet,Total Liabilities,44,,,,35,,,,42,,,,40,43,53,58,45,46,40,39
Balance Sheet,Fixed Assets,11,,,,10,,,,12,,,,10,6,7,6,6,6,6,12
Balance Sheet,CWIP,6,,,,6,,,,5,,,,5,5,4,4,4,9,10,5
Balance Sheet,Investments,0,,,,0,,,,2,,,,0,0,0,0,0,0,0,0
Balance Sheet,Other Assets,28,,,,19,,,,23,,,,25,32,43,47,35,31,25,22
Balance Sheet,Total Assets,44,,,,35,,,,42,,,,40,43,53,58,45,46,40,39
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-2,,,,2,,,,2,,,,4,13,3,2,3,8,1,3
Cash Flows,Cash from Investing Activity,2,,,,0,,,,-7,,,,4,-10,2,-4,-3,-7,0,1
Cash Flows,Cash from Financing Activity,5,,,,-7,,,,5,,,,-7,-3,-5,2,-1,-1,-2,-4
Cash Flows,Net Cash Flow,5,,,,-5,,,,-0,,,,0,-0,0,0,-1,-0,0,-0
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,46,,,,37,,,,37,,,,29,63,91,164,123,108,79,45
Ratios,Inventory Days,31,,,,27,,,,16,,,,7,8,10,15,35,50,107,53
Ratios,Days Payable,15,,,,3,,,,1,,,,0,25,49,107,59,45,21,28
Ratios,Cash Conversion Cycle,62,,,,61,,,,52,,,,36,47,53,71,99,113,164,70
Ratios,Working Capital Days,74,,,,73,,,,71,,,,51,61,49,104,143,152,221,88
Ratios,ROCE %,6%,,,,6%,,,,6%,,,,10%,,9%,7%,5%,9%,3%,3%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,73.62%,73.62%,73.62%,73.62%,73.62%,73.62%,73.62%,73.62%,73.62%,73.62%,73.62%,73.62%,,,,,,,
Shareholding Pattern (Quarterly),Public,,26.39%,26.38%,26.38%,26.38%,26.38%,26.38%,26.38%,26.38%,26.38%,26.38%,26.38%,26.38%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,17659,16762,16011,16011,14705,14514,13971,14104,13495,13307,13211,12897,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,73.62%,,,,73.62%,,,,73.62%,,,,73.62%,,,73.62%,73.62%,73.62%,73.62%,73.62%
Shareholding Pattern (Yearly),Public,26.38%,,,,26.38%,,,,26.38%,,,,26.38%,,,26.38%,26.39%,26.38%,26.38%,26.38%
Shareholding Pattern (Yearly),No. of Shareholders,20592,,,,16011,,,,14104,,,,12897,,,119,110,328,724,3132
,,,,,,,,,,,,,,,,,,,,,
