Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Total Assets,17,,,,161,,,,202,,,,221,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,0,,,,47,,,,-10,,,,-91,,,,,
Cash Flows,Cash from Investing Activity,0,,,,-140,,,,2,,,,23,,,,,
Cash Flows,Cash from Financing Activity,0,,,,98,,,,4,,,,66,,,,,
Cash Flows,Net Cash Flow,0,,,,5,,,,-4,,,,-2,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,42,,,,16,,,,51,,,,56,,,,,
Ratios,Inventory Days,0,,,,0,,,,0,,,,0,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,42,,,,16,,,,51,,,,56,,,,,
Ratios,Working Capital Days,-4,,,,-67,,,,-27,,,,66,,,,,
Ratios,ROCE %,,,,,14%,,,,17%,,,,5%,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,20.81%,20.81%,20.81%,20.81%,20.81%,20.81%,20.81%,20.81%,20.81%,15.98%,15.98%,15.98%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.54%,1.55%,1.51%,1.51%,1.51%,0.12%,0.13%,0.12%,0.13%,0.13%,0.07%,,,,,
Shareholding Pattern (Quarterly),DIIs,,1.29%,1.29%,1.08%,1.08%,1.08%,1.08%,1.06%,1.06%,1.06%,0.39%,0.14%,0.04%,,,,,
Shareholding Pattern (Quarterly),Public,,77.90%,77.35%,76.55%,76.58%,76.60%,76.59%,78.00%,77.99%,78.00%,83.50%,83.74%,83.92%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,17271,27871,25718,30374,32810,48155,129814,218371,238187,338163,368671,371202,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,63.55%,,,,20.81%,,,,20.81%,,,,15.98%,59.39%,59.39%,59.39%,59.39%,59.39%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,1.51%,,,,0.13%,,,,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,4.56%,,,,1.08%,,,,1.06%,,,,0.04%,5.35%,5.35%,5.44%,5.44%,5.37%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,31.89%,,,,76.58%,,,,77.99%,,,,83.92%,31.09%,31.09%,31.01%,31.01%,31.08%
Shareholding Pattern (Yearly),Others,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,4.16%,4.16%,4.16%,4.16%,4.16%
Shareholding Pattern (Yearly),No. of Shareholders,16693,,,,30374,,,,218371,,,,371202,17909,17705,17615,17169,16974
,,,,,,,,,,,,,,,,,,,
