Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Ratios,Inventory Days,54,,,,64,,,,67,,,,60,49,49,64,49,69,68
Ratios,Days Payable,80,,,,79,,,,83,,,,72,82,77,91,69,70,106
Ratios,Cash Conversion Cycle,17,,,,23,,,,22,,,,28,-10,-0,21,21,43,10
Ratios,Working Capital Days,94,,,,108,,,,85,,,,113,8,21,33,19,56,47
Ratios,ROCE %,10%,,,,13%,,,,15%,,,,14%,,13%,10%,17%,12%,13%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,59.44%,59.44%,59.43%,41.25%,41.23%,41.23%,41.22%,41.21%,41.18%,41.17%,41.17%,41.14%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,1.02%,2.64%,3.60%,6.04%,6.17%,7.79%,9.06%,9.77%,9.98%,10.79%,10.99%,9.14%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,16.81%,13.55%,14.66%,27.95%,28.57%,24.28%,24.37%,25.17%,25.42%,24.93%,25.04%,26.59%,,,,,,
Shareholding Pattern (Quarterly),Public,,22.73%,24.38%,22.31%,24.76%,24.03%,26.69%,25.36%,23.86%,23.40%,23.11%,22.81%,23.11%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,52669,57254,53852,56261,55394,72798,68891,77565,107323,121481,112540,109948,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,59.44%,,,,41.25%,,,,41.21%,,,,41.14%,,59.33%,59.33%,59.34%,59.44%,59.44%
Shareholding Pattern (Yearly),FIIs,1.04%,,,,6.04%,,,,9.77%,,,,9.14%,,3.22%,10.21%,10.21%,10.29%,6.23%
Shareholding Pattern (Yearly),DIIs,16.70%,,,,27.95%,,,,25.17%,,,,26.59%,,19.41%,13.69%,13.44%,12.66%,14.08%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,0.00%,0.25%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,22.82%,,,,24.76%,,,,23.86%,,,,23.11%,,18.04%,16.51%,17.01%,17.60%,20.24%
Shareholding Pattern (Yearly),No. of Shareholders,52717,,,,56261,,,,77565,,,,109948,,36265,31646,33913,34410,42041
,,,,,,,,,,,,,,,,,,,,
