Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,EPS in Rs,-6.43,,,,-10.56,,,,-0.90,,,,-4.09,14.31,1.55,-38.56,-22.98,-9.00,-6.66,-9.52
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,14%,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,42,,,,42,,,,42,,,,42,42,42,42,42,42,42,42
Balance Sheet,Reserves,214,,,,170,,,,166,,,,149,602,612,450,348,310,281,244
Balance Sheet,Borrowings,20,,,,0,,,,0,,,,0,106,99,77,80,73,29,33
Balance Sheet,Other Liabilities,10,,,,8,,,,5,,,,5,53,41,31,20,21,15,15
Balance Sheet,Total Liabilities,286,,,,220,,,,213,,,,196,803,794,601,490,446,367,334
Balance Sheet,Fixed Assets,79,,,,15,,,,15,,,,10,328,471,337,260,227,155,134
Balance Sheet,CWIP,0,,,,1,,,,0,,,,0,25,5,0,0,0,0,0
Balance Sheet,Investments,13,,,,13,,,,13,,,,13,0,0,11,10,13,13,13
Balance Sheet,Other Assets,194,,,,192,,,,185,,,,173,450,318,253,220,207,200,188
Balance Sheet,Total Assets,286,,,,220,,,,213,,,,196,803,794,601,490,446,367,334
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,3,,,,10,,,,-1,,,,-0,60,-6,8,2,14,-5,1
Cash Flows,Cash from Investing Activity,16,,,,17,,,,-0,,,,0,-108,-102,4,0,4,48,-0
Cash Flows,Cash from Financing Activity,-20,,,,-26,,,,0,,,,0,200,-32,-33,-2,-12,-48,-1
Cash Flows,Net Cash Flow,-0,,,,1,,,,-1,,,,0,151,-140,-21,-0,5,-6,0
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,1526,,,,691,,,,858,,,,1083,73,100,181,1416,1914,2691,1354
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,1526,,,,691,,,,858,,,,1083,73,100,181,1416,1914,2691,1354
Ratios,Working Capital Days,1385,,,,562,,,,776,,,,917,9,58,155,1221,627,1711,827
Ratios,ROCE %,-2%,,,,-15%,,,,0%,,,,-2%,,4%,-10%,-10%,-6%,-6%,-8%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,20.54%,20.54%,20.54%,20.54%,20.54%,20.54%,20.54%,20.54%,20.54%,20.54%,20.54%,20.54%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.75%,5.75%,5.24%,,,,,,,
Shareholding Pattern (Quarterly),Public,,72.32%,72.33%,72.32%,72.33%,72.33%,72.32%,72.32%,72.33%,72.33%,66.58%,66.57%,67.08%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,18006,16788,16159,16037,15410,15205,15307,16203,16038,16058,16323,16340,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,20.54%,,,,20.54%,,,,20.54%,,,,20.54%,,,20.54%,20.54%,20.54%,20.54%,20.54%
Shareholding Pattern (Yearly),FIIs,7.14%,,,,7.14%,,,,7.14%,,,,7.14%,,,7.67%,7.67%,7.67%,7.67%,7.18%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,5.24%,,,2.42%,2.45%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,72.32%,,,,72.33%,,,,72.33%,,,,67.08%,,,69.37%,69.34%,71.79%,71.79%,72.28%
Shareholding Pattern (Yearly),No. of Shareholders,15979,,,,16037,,,,16203,,,,16340,,,21757,18919,17882,16704,15946
,,,,,,,,,,,,,,,,,,,,,
