Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2020,Mar 2021,Mar 2018,Mar 2019
Balance Sheet,CWIP,8,,,,31,,,,74,,,,36,35,3,,
Balance Sheet,Investments,31,,,,68,,,,5,,,,16,1,24,,
Balance Sheet,Other Assets,119,,,,121,,,,174,,,,152,118,105,,
Balance Sheet,Total Assets,352,,,,412,,,,500,,,,522,348,335,,
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,55,,,,93,,,,31,,,,40,54,45,,
Cash Flows,Cash from Investing Activity,-21,,,,-48,,,,-110,,,,-86,-58,-6,,
Cash Flows,Cash from Financing Activity,-25,,,,-9,,,,16,,,,59,3,-16,,
Cash Flows,Net Cash Flow,9,,,,36,,,,-62,,,,13,-1,23,,
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,29,,,,24,,,,24,,,,23,17,31,,
Ratios,Inventory Days,54,,,,89,,,,60,,,,100,84,79,,
Ratios,Days Payable,92,,,,145,,,,101,,,,118,165,154,,
Ratios,Cash Conversion Cycle,-9,,,,-32,,,,-18,,,,4,-63,-45,,
Ratios,Working Capital Days,14,,,,8,,,,-21,,,,67,23,31,,
Ratios,ROCE %,13%,,,,28%,,,,10%,,,,3%,,2%,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,73.35%,73.34%,73.30%,73.11%,73.11%,72.99%,72.88%,72.88%,72.88%,72.63%,72.56%,72.18%,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.38%,0.31%,0.39%,0.28%,0.24%,0.29%,0.35%,0.27%,0.11%,0.03%,0.03%,,,,
Shareholding Pattern (Quarterly),DIIs,,0.08%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.27%,0.27%,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.03%,0.00%,0.00%,0.00%,0.00%,,,,
Shareholding Pattern (Quarterly),Public,,26.58%,26.21%,26.31%,26.43%,26.54%,26.71%,26.73%,26.65%,26.77%,27.20%,27.12%,27.50%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,7560,8748,9562,9856,11098,12136,11745,12624,11704,12536,12430,11877,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,73.36%,,,,73.11%,,,,72.88%,,,,72.18%,74.41%,73.74%,74.97%,74.65%
Shareholding Pattern (Yearly),FIIs,0.02%,,,,0.39%,,,,0.35%,,,,0.03%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.07%,,,,0.07%,,,,0.07%,,,,0.27%,0.09%,0.09%,1.79%,0.10%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.03%,,,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,26.55%,,,,26.43%,,,,26.65%,,,,27.50%,25.50%,26.17%,23.24%,25.26%
Shareholding Pattern (Yearly),No. of Shareholders,7487,,,,9856,,,,12624,,,,11877,5724,6095,6576,6428
,,,,,,,,,,,,,,,,,,
