Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Profit & Loss,Net Profit,,,,42,,,,-90,,,,-10,-33,-248,-76,-46
Profit & Loss,EPS in Rs,,,,1.09,,,,-2.30,,,,-0.31,-4.26,-60.62,-23.43,-1.35
Profit & Loss,Dividend Payout %,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,36,,,,44,,,,44,32,32,32,36
Balance Sheet,Reserves,,,,687,,,,1771,,,,1758,588,479,459,678
Balance Sheet,Borrowings,,,,3324,,,,2199,,,,2088,2501,3355,2734,2954
Balance Sheet,Other Liabilities,,,,2070,,,,1757,,,,1868,1492,1524,1644,1986
Balance Sheet,Total Liabilities,,,,6117,,,,5771,,,,5758,4612,5390,4868,5654
Balance Sheet,Fixed Assets,,,,2296,,,,2350,,,,2173,2019,2021,1987,2141
Balance Sheet,CWIP,,,,35,,,,12,,,,74,13,8,16,12
Balance Sheet,Investments,,,,105,,,,93,,,,98,60,50,112,100
Balance Sheet,Other Assets,,,,3681,,,,3316,,,,3412,2521,3310,2754,3401
Balance Sheet,Total Assets,,,,6117,,,,5771,,,,5758,4612,5390,4868,5654
,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,734,,,,128,,,,672,372,190,712,621
Cash Flows,Cash from Investing Activity,,,,-222,,,,-112,,,,-147,-236,-337,102,-383
Cash Flows,Cash from Financing Activity,,,,-419,,,,-592,,,,-495,-17,557,-1167,217
Cash Flows,Net Cash Flow,,,,92,,,,-576,,,,30,120,410,-353,455
,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,45,,,,56,,,,53,66,73,61,52
Ratios,Inventory Days,,,,92,,,,86,,,,78,74,71,91,92
Ratios,Days Payable,,,,380,,,,303,,,,289,440,432,464,458
Ratios,Cash Conversion Cycle,,,,-243,,,,-162,,,,-158,-300,-288,-311,-314
Ratios,Working Capital Days,,,,14,,,,34,,,,31,29,36,26,18
Ratios,ROCE %,,,,6%,,,,5%,,,,5%,,0%,1%,6%
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,,,,,43.40%,43.17%,43.14%,43.12%,43.09%,43.04%,43.03%,,,,
Shareholding Pattern (Quarterly),FIIs,,,,,,1.08%,0.37%,0.23%,0.24%,2.35%,3.31%,3.58%,,,,
Shareholding Pattern (Quarterly),DIIs,,,,,,7.49%,6.60%,6.12%,5.52%,3.10%,3.73%,3.42%,,,,
Shareholding Pattern (Quarterly),Public,,,,,,48.03%,49.86%,50.51%,51.12%,51.47%,49.91%,49.96%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,,,,,79846,104492,113188,128431,124384,122529,122608,,,,
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,,,,,43.14%,,,,43.03%,,,,
Shareholding Pattern (Yearly),FIIs,,,,,,,,0.23%,,,,3.58%,,,,
Shareholding Pattern (Yearly),DIIs,,,,,,,,6.12%,,,,3.42%,,,,
Shareholding Pattern (Yearly),Public,,,,,,,,50.51%,,,,49.96%,,,,
Shareholding Pattern (Yearly),No. of Shareholders,,,,,,,,113188,,,,122608,,,,
,,,,,,,,,,,,,,,,,
