Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Investments,54,,,,139,,,,109,,,,185,73,69,55,28
Balance Sheet,Other Assets,255,,,,163,,,,123,,,,154,39,76,146,236
Balance Sheet,Total Assets,713,,,,853,,,,983,,,,1274,234,406,482,541
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,158,,,,165,,,,183,,,,224,62,91,106,130
Cash Flows,Cash from Investing Activity,-123,,,,-110,,,,-141,,,,-182,-98,-90,-31,-130
Cash Flows,Cash from Financing Activity,-31,,,,-42,,,,-45,,,,-52,-8,-7,-30,-49
Cash Flows,Net Cash Flow,4,,,,13,,,,-2,,,,-9,-44,-6,46,-49
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,8,,,,8,,,,11,,,,8,12,11,9,6
Ratios,Inventory Days,22,,,,13,,,,29,,,,21,24,20,23,17
Ratios,Days Payable,110,,,,172,,,,184,,,,143,176,196,180,142
Ratios,Cash Conversion Cycle,-81,,,,-152,,,,-144,,,,-114,-140,-165,-149,-118
Ratios,Working Capital Days,-23,,,,-25,,,,-16,,,,64,-41,-40,-38,-15
Ratios,ROCE %,28%,,,,18%,,,,20%,,,,22%,,28%,23%,27%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,55.04%,55.01%,55.01%,55.01%,54.98%,54.90%,54.87%,54.06%,53.92%,53.91%,53.91%,53.05%,,,,
Shareholding Pattern (Quarterly),FIIs,,27.99%,23.89%,24.96%,25.28%,20.27%,20.68%,19.95%,20.09%,20.08%,18.14%,17.54%,19.36%,,,,
Shareholding Pattern (Quarterly),DIIs,,12.81%,15.77%,14.22%,13.90%,19.02%,18.64%,19.82%,20.80%,21.49%,23.45%,24.62%,23.72%,,,,
Shareholding Pattern (Quarterly),Public,,4.16%,5.33%,5.79%,5.81%,5.73%,5.78%,5.36%,5.03%,4.50%,4.49%,3.92%,3.86%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,77229,76985,79059,76532,73850,72795,66204,66724,62415,62258,60952,66891,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,54.78%,,,,55.01%,,,,54.06%,,,,53.05%,,,,
Shareholding Pattern (Yearly),FIIs,28.12%,,,,25.28%,,,,20.09%,,,,19.36%,,,,
Shareholding Pattern (Yearly),DIIs,13.08%,,,,13.90%,,,,20.80%,,,,23.72%,,,,
Shareholding Pattern (Yearly),Public,4.02%,,,,5.81%,,,,5.03%,,,,3.86%,,,,
Shareholding Pattern (Yearly),No. of Shareholders,79021,,,,76532,,,,66724,,,,66891,,,,
,,,,,,,,,,,,,,,,,,
