Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,EPS in Rs,9.87,,,,11.43,,,,5.80,,,,19.38,40.17,61.67,11.10,13.08,8.57
Profit & Loss,Dividend Payout %,15%,,,,13%,,,,26%,,,,8%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,36,,,,36,,,,37,,,,41,2,2,10,10,32
Balance Sheet,Reserves,486,,,,558,,,,637,,,,1269,37,56,72,101,135
Balance Sheet,Borrowings,1,,,,4,,,,217,,,,13,27,44,54,59,137
Balance Sheet,Other Liabilities,136,,,,169,,,,205,,,,227,43,54,77,61,110
Balance Sheet,Total Liabilities,659,,,,767,,,,1096,,,,1549,109,155,213,232,413
Balance Sheet,Fixed Assets,205,,,,259,,,,427,,,,570,28,32,79,85,186
Balance Sheet,CWIP,3,,,,30,,,,125,,,,130,11,30,2,12,0
Balance Sheet,Investments,2,,,,2,,,,0,,,,0,1,3,2,2,1
Balance Sheet,Other Assets,450,,,,477,,,,543,,,,848,68,91,131,133,225
Balance Sheet,Total Assets,659,,,,767,,,,1096,,,,1549,109,155,213,232,413
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-12,,,,66,,,,125,,,,118,29,8,15,27,28
Cash Flows,Cash from Investing Activity,-121,,,,-33,,,,-365,,,,-224,-19,-25,-21,-24,-101
Cash Flows,Cash from Financing Activity,140,,,,-12,,,,239,,,,261,-7,15,6,0,72
Cash Flows,Net Cash Flow,8,,,,20,,,,-1,,,,156,3,-2,-0,3,-1
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,115,,,,136,,,,105,,,,105,83,97,116,86,129
Ratios,Inventory Days,150,,,,131,,,,139,,,,119,76,89,95,148,123
Ratios,Days Payable,158,,,,157,,,,119,,,,103,148,154,168,146,172
Ratios,Cash Conversion Cycle,107,,,,111,,,,125,,,,121,11,31,43,88,80
Ratios,Working Capital Days,141,,,,141,,,,132,,,,126,46,64,68,86,119
Ratios,ROCE %,24%,,,,21%,,,,16%,,,,20%,,38%,34%,27%,33%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,41.05%,39.41%,39.41%,39.41%,39.41%,38.93%,39.91%,39.91%,35.98%,35.97%,35.96%,35.96%,,,,,
Shareholding Pattern (Quarterly),FIIs,,1.84%,5.76%,6.41%,6.36%,6.73%,7.15%,11.66%,8.98%,12.93%,13.87%,15.52%,16.48%,,,,,
Shareholding Pattern (Quarterly),DIIs,,4.20%,3.61%,3.73%,3.63%,5.12%,5.95%,7.58%,6.80%,14.81%,19.93%,20.23%,18.31%,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,,,,,
Shareholding Pattern (Quarterly),Public,,52.91%,51.22%,50.47%,50.62%,48.74%,47.97%,40.85%,44.31%,36.28%,30.24%,28.27%,29.22%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,87044,85563,80531,78786,70352,72897,83344,95784,90987,93394,95756,114060,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,41.05%,,,,39.41%,,,,39.91%,,,,35.96%,,,,,
Shareholding Pattern (Yearly),FIIs,2.23%,,,,6.36%,,,,8.98%,,,,16.48%,,,,,
Shareholding Pattern (Yearly),DIIs,5.63%,,,,3.63%,,,,6.80%,,,,18.31%,,,,,
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.01%,,,,,
Shareholding Pattern (Yearly),Public,51.08%,,,,50.62%,,,,44.31%,,,,29.22%,,,,,
Shareholding Pattern (Yearly),No. of Shareholders,93922,,,,78786,,,,95784,,,,114060,,,,,
,,,,,,,,,,,,,,,,,,,
