Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2021,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Balance Sheet,CWIP,2075,,,,2237,,,,1696,,,,2606,1922,,,,,
Balance Sheet,Investments,15052,,,,10107,,,,10452,,,,9972,12957,,,,,
Balance Sheet,Other Assets,10147,,,,5501,,,,3596,,,,3304,14040,,,,,
Balance Sheet,Total Assets,44670,,,,35467,,,,33895,,,,34490,45727,,,,,
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,12691,,,,15162,,,,13346,,,,14160,10567,,,,,
Cash Flows,Cash from Investing Activity,846,,,,6529,,,,-3406,,,,-2706,-2435,,,,,
Cash Flows,Cash from Financing Activity,-12258,,,,-23224,,,,-9946,,,,-11411,-9697,,,,,
Cash Flows,Net Cash Flow,1279,,,,-1533,,,,-6,,,,43,-1565,,,,,
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,9,,,,4,,,,2,,,,1,7,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,9,,,,4,,,,2,,,,1,7,,,,,
Ratios,Working Capital Days,-27,,,,-38,,,,-50,,,,54,-45,,,,,
Ratios,ROCE %,37%,,,,50%,,,,46%,,,,61%,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,64.92%,64.92%,64.92%,64.92%,64.92%,64.92%,64.92%,64.92%,64.92%,63.42%,63.42%,63.42%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.86%,0.81%,0.87%,0.80%,0.81%,0.75%,0.69%,0.60%,0.74%,1.01%,1.38%,1.43%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,2.95%,2.95%,3.03%,2.94%,2.95%,2.98%,2.97%,2.98%,3.01%,3.12%,4.12%,4.14%,,,,,,
Shareholding Pattern (Quarterly),Government,,29.58%,29.54%,29.54%,29.54%,29.54%,29.54%,29.54%,29.54%,29.54%,29.54%,27.92%,27.92%,,,,,,
Shareholding Pattern (Quarterly),Public,,1.69%,1.78%,1.65%,1.79%,1.77%,1.81%,1.88%,1.97%,1.78%,2.92%,3.16%,3.10%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,272235,303389,286158,321016,342539,375833,401985,422072,445929,624025,694430,712884,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,64.92%,,,,64.92%,,,,64.92%,,,,63.42%,64.92%,64.92%,64.92%,64.92%,64.92%,64.92%
Shareholding Pattern (Yearly),FIIs,0.79%,,,,0.80%,,,,0.60%,,,,1.43%,1.10%,0.00%,2.64%,2.26%,1.50%,0.99%
Shareholding Pattern (Yearly),DIIs,2.95%,,,,2.94%,,,,2.98%,,,,4.14%,2.55%,3.25%,1.08%,1.54%,2.44%,2.72%
Shareholding Pattern (Yearly),Government,29.58%,,,,29.54%,,,,29.54%,,,,27.92%,29.59%,29.54%,29.54%,29.58%,29.58%,29.58%
Shareholding Pattern (Yearly),Public,1.76%,,,,1.79%,,,,1.97%,,,,3.10%,1.83%,2.29%,1.83%,1.70%,1.56%,1.78%
Shareholding Pattern (Yearly),No. of Shareholders,265578,,,,321016,,,,422072,,,,712884,171765,55745,92788,102358,109998,134567
,,,,,,,,,,,,,,,,,,,,
