Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2018
Profit & Loss,Expenses,316,,,,287,,,,275,,,,300,343,235,235,
Profit & Loss,Operating Profit,35,,,,29,,,,31,,,,45,35,25,30,
Profit & Loss,OPM %,10%,,,,9%,,,,10%,,,,13%,9%,10%,11%,
Profit & Loss,Other Income,14,,,,5,,,,4,,,,5,2,2,2,
Profit & Loss,Interest,6,,,,7,,,,10,,,,9,6,5,5,
Profit & Loss,Depreciation,10,,,,11,,,,15,,,,15,6,8,8,
Profit & Loss,Profit before tax,33,,,,17,,,,10,,,,26,25,15,20,
Profit & Loss,Tax %,23%,,,,31%,,,,36%,,,,28%,30%,31%,31%,
Profit & Loss,Net Profit,25,,,,11,,,,6,,,,19,18,10,14,
Profit & Loss,EPS in Rs,83.75,,,,37.91,,,,30.07,,,,66.52,59.04,33.67,44.85,
Profit & Loss,Dividend Payout %,2%,,,,4%,,,,5%,,,,2%,3%,0%,3%,
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,3,,,,3,,,,3,,,,3,3,3,3,
Balance Sheet,Reserves,149,,,,166,,,,174,,,,194,103,113,126,
Balance Sheet,Borrowings,80,,,,100,,,,101,,,,86,47,65,65,
Balance Sheet,Other Liabilities,125,,,,126,,,,113,,,,107,116,72,108,
Balance Sheet,Total Liabilities,357,,,,395,,,,391,,,,390,270,253,302,
Balance Sheet,Fixed Assets,142,,,,228,,,,223,,,,232,118,124,130,
Balance Sheet,CWIP,51,,,,1,,,,6,,,,0,3,16,38,
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,0,0,0,
Balance Sheet,Other Assets,164,,,,166,,,,161,,,,158,148,113,134,
Balance Sheet,Total Assets,357,,,,395,,,,391,,,,390,270,253,302,
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-11,,,,15,,,,24,,,,34,30,15,35,
Cash Flows,Cash from Investing Activity,-7,,,,-31,,,,-18,,,,-15,-44,-27,-26,
Cash Flows,Cash from Financing Activity,11,,,,17,,,,-7,,,,-19,15,12,-3,
Cash Flows,Net Cash Flow,-8,,,,0,,,,-1,,,,-0,1,-0,6,
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,35,,,,53,,,,61,,,,73,40,30,47,
Ratios,Inventory Days,159,,,,184,,,,196,,,,160,116,149,164,
Ratios,Days Payable,146,,,,127,,,,143,,,,126,140,101,163,
Ratios,Cash Conversion Cycle,48,,,,110,,,,115,,,,106,16,78,48,
Ratios,Working Capital Days,56,,,,76,,,,89,,,,78,27,47,37,
Ratios,ROCE %,12%,,,,8%,,,,7%,,,,12%,,12%,13%,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,69.85%,69.85%,70.32%,70.32%,70.32%,70.32%,70.68%,71.19%,71.40%,71.40%,71.40%,71.40%,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.02%,0.00%,0.00%,,,,
Shareholding Pattern (Quarterly),Public,,30.15%,30.14%,29.69%,29.67%,29.68%,29.68%,29.31%,28.81%,28.59%,28.57%,28.59%,28.60%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,8939,8799,8593,8349,8475,8443,8233,8116,7861,7849,7626,7479,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,68.96%,,,,70.32%,,,,71.19%,,,,71.40%,67.99%,68.00%,68.26%,67.99%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.05%,0.17%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,31.04%,,,,29.67%,,,,28.81%,,,,28.60%,31.95%,31.83%,31.74%,32.01%
Shareholding Pattern (Yearly),No. of Shareholders,8841,,,,8349,,,,8116,,,,7479,10523,10300,9563,11056
,,,,,,,,,,,,,,,,,,
