Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2020,Mar 2021,Mar 2018,Mar 2019
Balance Sheet,Investments,0.05,,,,0.06,,,,0.02,,,,0.04,0.00,0.02,,
Balance Sheet,Other Assets,54.81,,,,51.03,,,,55.51,,,,58.62,42.75,41.25,,
Balance Sheet,Total Assets,64.05,,,,65.20,,,,77.43,,,,82.16,46.77,46.36,,
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-0.44,,,,7.35,,,,2.76,,,,0.87,-5.56,5.86,,
Cash Flows,Cash from Investing Activity,-6.68,,,,-7.46,,,,-11.81,,,,-6.02,-5.06,-4.70,,
Cash Flows,Cash from Financing Activity,0.95,,,,-3.33,,,,6.78,,,,5.08,7.15,-3.69,,
Cash Flows,Net Cash Flow,-6.16,,,,-3.44,,,,-2.28,,,,-0.07,-3.47,-2.52,,
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,191.78,,,,197.63,,,,167.61,,,,187.32,114.17,139.96,,
Ratios,Inventory Days,455.71,,,,574.51,,,,185.76,,,,133.10,,,,
Ratios,Days Payable,198.79,,,,207.54,,,,88.38,,,,124.64,,,,
Ratios,Cash Conversion Cycle,448.69,,,,564.60,,,,264.99,,,,195.78,114.17,139.96,,
Ratios,Working Capital Days,334.48,,,,268.30,,,,261.49,,,,227.48,162.21,302.09,,
Ratios,ROCE %,10.44%,,,,9.61%,,,,3.43%,,,,-7.64%,,8.33%,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,55.50%,55.39%,55.19%,55.17%,55.12%,55.87%,53.20%,52.72%,52.72%,52.62%,52.62%,52.44%,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,,,,
Shareholding Pattern (Quarterly),Public,,44.50%,44.61%,44.81%,44.83%,44.88%,44.13%,46.80%,47.25%,47.28%,47.38%,47.38%,47.56%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,3100,3387,3315,3654,3751,4060,4448,6265,6031,5711,5797,6133,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,58.57%,,,,55.17%,,,,52.72%,,,,52.44%,60.43%,58.97%,60.65%,60.65%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.03%,,,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,41.43%,,,,44.83%,,,,47.25%,,,,47.56%,39.58%,41.03%,39.34%,39.34%
Shareholding Pattern (Yearly),No. of Shareholders,2851,,,,3654,,,,6265,,,,6133,123,874,164,147
,,,,,,,,,,,,,,,,,,
