Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2020,Mar 2021,Mar 2017,Mar 2018,Mar 2019
Profit & Loss,Profit before tax,694,,,,1440,,,,1563,,,,1641,522,612,,,
Profit & Loss,Tax %,27%,,,,18%,,,,16%,,,,22%,17%,21%,,,
Profit & Loss,Net Profit,508,,,,1180,,,,1307,,,,1273,432,482,,,
Profit & Loss,EPS in Rs,16.33,,,,37.77,,,,34.64,,,,33.68,13.89,15.52,,,
Profit & Loss,Dividend Payout %,24%,,,,13%,,,,16%,,,,15%,0%,12%,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,311,,,,312,,,,377,,,,378,311,311,,,
Balance Sheet,Reserves,6783,,,,7900,,,,10470,,,,11707,5660,6331,,,
Balance Sheet,Deposits,80387,,,,87368,,,,98057,,,,104806,71785,75654,,,
Balance Sheet,Borrowing,2314,,,,1563,,,,4400,,,,1941,4065,1765,,,
Balance Sheet,Other Liabilities,1789,,,,1914,,,,2779,,,,2129,1493,1519,,,
Balance Sheet,Total Liabilities,91583,,,,99057,,,,116083,,,,120960,83313,85581,,,
Balance Sheet,Fixed Assets,805,,,,846,,,,915,,,,991,826,838,,,
Balance Sheet,CWIP,13,,,,29,,,,0,,,,0,0,0,,,
Balance Sheet,Investments,22040,,,,23325,,,,24300,,,,24535,17545,21635,,,
Balance Sheet,Other Assets,68725,,,,74857,,,,90868,,,,95435,64942,63108,,,
Balance Sheet,Total Assets,91583,,,,99057,,,,116083,,,,120960,83313,85581,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-467,,,,1830,,,,362,,,,210,-90,3368,,,
Cash Flows,Cash from Investing Activity,-56,,,,-88,,,,-111,,,,-691,-56,-87,,,
Cash Flows,Cash from Financing Activity,-355,,,,-19,,,,1582,,,,412,-545,-885,,,
Cash Flows,Net Cash Flow,-879,,,,1723,,,,1833,,,,-69,-690,2396,,,
,,,,,,,,,,,,,,,,,,,
Ratios,ROE %,7%,,,,15%,,,,14%,,,,11%,,8%,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,15.46%,18.15%,19.75%,20.30%,21.03%,22.67%,19.03%,18.86%,14.72%,10.29%,11.22%,12.88%,,,,,
Shareholding Pattern (Quarterly),DIIs,,5.34%,5.34%,5.43%,5.74%,6.00%,8.60%,17.69%,23.06%,22.85%,22.05%,20.23%,18.16%,,,,,
Shareholding Pattern (Quarterly),Public,,79.20%,76.49%,74.80%,73.95%,72.95%,68.71%,63.26%,58.08%,62.43%,67.67%,68.55%,68.97%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,227140,221528,226595,235104,242125,259521,267637,300872,343797,356774,374588,399569,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),FIIs,11.92%,,,,20.30%,,,,18.86%,,,,12.88%,12.80%,9.40%,19.20%,14.74%,14.57%
Shareholding Pattern (Yearly),DIIs,5.34%,,,,5.74%,,,,23.06%,,,,18.16%,10.65%,5.85%,11.56%,12.79%,15.96%
Shareholding Pattern (Yearly),Public,82.74%,,,,73.95%,,,,58.08%,,,,68.97%,76.55%,84.75%,69.24%,72.47%,69.47%
Shareholding Pattern (Yearly),No. of Shareholders,232106,,,,235104,,,,300872,,,,399569,198891,225478,146282,184838,179206
,,,,,,,,,,,,,,,,,,,
