Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Reserves,-731,,,,-716,,,,-702,,,,-413,-270,-641,-688,,,
Balance Sheet,Borrowings,1036,,,,993,,,,1014,,,,874,1061,1062,1055,,,
Balance Sheet,Other Liabilities,316,,,,361,,,,331,,,,257,254,232,237,,,
Balance Sheet,Total Liabilities,632,,,,649,,,,654,,,,728,1055,665,615,,,
Balance Sheet,Fixed Assets,236,,,,216,,,,184,,,,243,374,342,311,,,
Balance Sheet,CWIP,9,,,,30,,,,51,,,,0,4,2,0,,,
Balance Sheet,Investments,64,,,,54,,,,1,,,,6,39,39,46,,,
Balance Sheet,Other Assets,323,,,,349,,,,418,,,,480,638,281,258,,,
Balance Sheet,Total Assets,632,,,,649,,,,654,,,,728,1055,665,615,,,
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,50,,,,73,,,,15,,,,16,-119,-2,7,,,
Cash Flows,Cash from Investing Activity,-18,,,,-29,,,,77,,,,3,10,4,-6,,,
Cash Flows,Cash from Financing Activity,-45,,,,-47,,,,-42,,,,-13,110,-11,-6,,,
Cash Flows,Net Cash Flow,-13,,,,-3,,,,50,,,,6,0,-8,-5,,,
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,83,,,,93,,,,111,,,,112,451,151,113,,,
Ratios,Inventory Days,120,,,,150,,,,83,,,,150,151,86,108,,,
Ratios,Days Payable,353,,,,393,,,,262,,,,143,290,356,394,,,
Ratios,Cash Conversion Cycle,-149,,,,-150,,,,-68,,,,120,311,-119,-173,,,
Ratios,Working Capital Days,-69,,,,-77,,,,-27,,,,64,409,-37,-57,,,
Ratios,ROCE %,,,,,8%,,,,13%,,,,12%,,-14%,-4%,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,55.58%,55.58%,55.58%,55.58%,55.58%,55.58%,55.58%,55.58%,55.58%,55.58%,55.58%,55.58%,,,,,,
Shareholding Pattern (Quarterly),Public,,44.42%,44.42%,44.40%,44.42%,44.42%,44.42%,44.42%,44.42%,44.42%,44.42%,44.43%,44.42%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,14296,14422,14927,14785,14590,13745,14219,16438,17440,18028,20936,21368,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,55.58%,,,,55.58%,,,,55.58%,,,,55.58%,,55.55%,55.55%,55.55%,55.55%,55.55%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,1.29%,1.29%,1.29%,0.89%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,1.85%,1.85%,1.78%,1.76%,1.77%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,0.00%,0.00%,0.38%,0.62%,0.00%
Shareholding Pattern (Yearly),Public,44.42%,,,,44.42%,,,,44.42%,,,,44.42%,,41.30%,41.30%,41.00%,41.17%,42.68%
Shareholding Pattern (Yearly),No. of Shareholders,14009,,,,14785,,,,16438,,,,21368,,14394,13031,12720,12397,11934
,,,,,,,,,,,,,,,,,,,,
