Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,EPS in Rs,49.31,,,,-51.73,,,,-12.83,,,,-14.82,,24.20,-25.63,-36.09
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,27,,,,30,,,,33,,,,33,0.00,27,27,27
Balance Sheet,Reserves,2497,,,,2376,,,,2634,,,,2630,2147,2253,2300,2132
Balance Sheet,Borrowings,2810,,,,3414,,,,4211,,,,6152,849,852,1912,1708
Balance Sheet,Other Liabilities,7266,,,,7093,,,,6821,,,,7407,1680,1913,1946,2315
Balance Sheet,Total Liabilities,12599,,,,12913,,,,13699,,,,16222,4676,5045,6185,6182
Balance Sheet,Fixed Assets,9934,,,,9956,,,,10066,,,,11272,2976,3140,3983,4078
Balance Sheet,CWIP,9,,,,7,,,,23,,,,59,5,55,7,5
Balance Sheet,Investments,495,,,,439,,,,438,,,,554,128,290,94,240
Balance Sheet,Other Assets,2161,,,,2511,,,,3172,,,,4337,1567,1561,2100,1859
Balance Sheet,Total Assets,12599,,,,12913,,,,13699,,,,16222,4676,5045,6185,6182
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,662,,,,726,,,,1038,,,,1098,-35,358,184,901
Cash Flows,Cash from Investing Activity,-1453,,,,-719,,,,-1137,,,,-1590,-180,-282,94,-458
Cash Flows,Cash from Financing Activity,855,,,,252,,,,291,,,,754,361,-102,-79,-652
Cash Flows,Net Cash Flow,64,,,,259,,,,192,,,,261,146,-26,199,-209
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,56,,,,56,,,,62,,,,69,73,37,48,40
Ratios,Inventory Days,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,56,,,,56,,,,62,,,,69,73,37,48,40
Ratios,Working Capital Days,-9,,,,-12,,,,10,,,,17,18,26,40,15
Ratios,ROCE %,12%,,,,9%,,,,12%,,,,11%,,7%,4%,9%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,54.57%,59.09%,59.09%,59.09%,59.09%,59.09%,59.09%,63.51%,63.51%,63.51%,63.51%,63.51%,,,,
Shareholding Pattern (Quarterly),FIIs,,12.40%,11.22%,11.23%,11.08%,11.03%,10.41%,7.30%,5.29%,4.84%,3.37%,3.51%,3.61%,,,,
Shareholding Pattern (Quarterly),DIIs,,2.39%,2.14%,2.14%,2.14%,2.26%,2.32%,2.24%,2.00%,1.97%,1.93%,1.94%,1.93%,,,,
Shareholding Pattern (Quarterly),Government,,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,,,,
Shareholding Pattern (Quarterly),Public,,30.63%,27.54%,27.54%,27.68%,27.60%,28.17%,31.36%,29.18%,29.66%,31.18%,31.01%,30.94%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,46308,46078,45346,44270,43328,43603,42090,41672,40067,40704,41197,40829,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,54.57%,,,,59.09%,,,,63.51%,,,,63.51%,,49.92%,49.92%,49.92%
Shareholding Pattern (Yearly),FIIs,12.70%,,,,11.08%,,,,5.29%,,,,3.61%,,17.38%,14.82%,13.33%
Shareholding Pattern (Yearly),DIIs,2.39%,,,,2.14%,,,,2.00%,,,,1.93%,,7.94%,7.26%,3.37%
Shareholding Pattern (Yearly),Government,0.01%,,,,0.01%,,,,0.01%,,,,0.01%,,0.01%,0.01%,0.01%
Shareholding Pattern (Yearly),Public,30.33%,,,,27.68%,,,,29.18%,,,,30.94%,,24.75%,28.00%,33.38%
Shareholding Pattern (Yearly),No. of Shareholders,47377,,,,44270,,,,41672,,,,40829,,48610,41222,41774
,,,,,,,,,,,,,,,,,,
