Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,Profit before tax,-4.25,,,,0.76,,,,0.51,,,,-0.82,5.39,7.09,1.17,-4.43
Profit & Loss,Tax %,-32.94%,,,,21.05%,,,,-7.84%,,,,-17.07%,28.01%,26.80%,30.77%,-2.71%
Profit & Loss,Net Profit,-2.85,,,,0.61,,,,0.54,,,,-0.69,3.88,5.19,0.80,-4.31
Profit & Loss,EPS in Rs,-2.67,,,,0.57,,,,0.50,,,,-0.65,3.63,4.85,0.75,-4.03
Profit & Loss,Dividend Payout %,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,10.69,,,,10.69,,,,10.69,,,,10.69,10.69,10.69,10.69,10.69
Balance Sheet,Reserves,20.81,,,,21.79,,,,22.53,,,,22.18,21.73,26.82,27.62,23.45
Balance Sheet,Borrowings,3.76,,,,6.66,,,,1.44,,,,4.98,11.79,10.05,2.76,4.15
Balance Sheet,Other Liabilities,3.49,,,,3.73,,,,2.98,,,,3.31,4.57,6.59,4.78,5.94
Balance Sheet,Total Liabilities,38.75,,,,42.87,,,,37.64,,,,41.16,48.78,54.15,45.85,44.23
Balance Sheet,Fixed Assets,3.66,,,,4.00,,,,3.73,,,,3.08,2.74,5.52,4.86,3.93
Balance Sheet,CWIP,0.20,,,,0.00,,,,0.00,,,,0.00,0.00,0.02,0.00,0.00
Balance Sheet,Investments,0.00,,,,0.00,,,,0.00,,,,0.00,4.01,0.00,0.00,0.00
Balance Sheet,Other Assets,34.89,,,,38.87,,,,33.91,,,,38.08,42.03,48.61,40.99,40.30
Balance Sheet,Total Assets,38.75,,,,42.87,,,,37.64,,,,41.16,48.78,54.15,45.85,44.23
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-0.65,,,,1.54,,,,3.00,,,,-2.59,-6.55,-1.45,1.53,2.64
Cash Flows,Cash from Investing Activity,-0.48,,,,-1.00,,,,-0.39,,,,-0.42,-5.34,0.75,6.44,-0.66
Cash Flows,Cash from Financing Activity,-1.71,,,,2.55,,,,-5.82,,,,3.01,13.38,-1.64,-7.91,0.67
Cash Flows,Net Cash Flow,-2.84,,,,3.09,,,,-3.20,,,,0.00,1.49,-2.34,0.06,2.64
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,100.14,,,,109.63,,,,43.89,,,,121.96,65.05,75.70,91.14,75.99
Ratios,Inventory Days,859.72,,,,,,,,,,,,1576.33,,,2316.61,2761.95
Ratios,Days Payable,40.96,,,,,,,,,,,,29.08,,,116.14,342.26
Ratios,Cash Conversion Cycle,918.89,,,,109.63,,,,43.89,,,,1669.21,65.05,75.70,2291.62,2495.68
Ratios,Working Capital Days,238.62,,,,285.96,,,,207.08,,,,354.38,255.44,242.90,311.12,276.47
Ratios,ROCE %,-9.52%,,,,3.09%,,,,2.87%,,,,-0.97%,,18.61%,4.11%,-9.45%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,50.91%,50.91%,50.91%,50.91%,50.91%,50.91%,50.91%,50.91%,50.91%,50.91%,50.91%,50.91%,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,,,,
Shareholding Pattern (Quarterly),Public,,49.09%,49.09%,49.09%,49.09%,49.09%,49.09%,49.09%,49.09%,49.09%,49.09%,49.08%,49.08%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,1351,1703,2064,2649,2463,2356,2797,4254,4150,5293,5495,5494,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,50.91%,,,,50.91%,,,,50.91%,,,,50.91%,50.91%,50.91%,50.91%,50.91%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.01%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,49.09%,,,,49.09%,,,,49.09%,,,,49.08%,49.08%,49.08%,49.09%,49.09%
Shareholding Pattern (Yearly),No. of Shareholders,1119,,,,2649,,,,4254,,,,5494,639,555,517,483
,,,,,,,,,,,,,,,,,,
