Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2017,Mar 2018
Balance Sheet,Other Assets,803,,,,771,,,,818,,,,865,570,522,549,,
Balance Sheet,Total Assets,1086,,,,1074,,,,1197,,,,1408,756,752,908,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-65,,,,213,,,,41,,,,172,-52,263,170,,
Cash Flows,Cash from Investing Activity,64,,,,-43,,,,-76,,,,-157,-46,-53,-149,,
Cash Flows,Cash from Financing Activity,-25,,,,-152,,,,49,,,,-1,102,-169,-40,,
Cash Flows,Net Cash Flow,-26,,,,18,,,,14,,,,14,4,40,-19,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,130,,,,96,,,,138,,,,130,103,75,99,,
Ratios,Inventory Days,120,,,,141,,,,135,,,,136,112,70,90,,
Ratios,Days Payable,30,,,,33,,,,37,,,,67,24,17,33,,
Ratios,Cash Conversion Cycle,221,,,,204,,,,236,,,,200,191,128,156,,
Ratios,Working Capital Days,185,,,,173,,,,227,,,,268,173,116,134,,
Ratios,ROCE %,28%,,,,20%,,,,13%,,,,17%,,34%,31%,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.53%,0.39%,0.34%,0.35%,0.35%,0.34%,0.34%,0.35%,0.46%,0.45%,0.49%,,,,,
Shareholding Pattern (Quarterly),DIIs,,2.89%,2.57%,2.60%,2.57%,2.57%,2.57%,2.57%,2.57%,2.59%,2.64%,2.60%,2.75%,,,,,
Shareholding Pattern (Quarterly),Public,,22.11%,21.91%,22.02%,22.10%,22.09%,22.09%,22.09%,22.09%,22.07%,21.90%,21.96%,21.77%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,17384,16375,17304,17234,16361,16059,15398,14667,15156,15889,15857,15036,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.99%,,,,74.99%,,,,74.99%,,,,74.99%,74.83%,74.83%,74.83%,74.79%,74.83%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.34%,,,,0.34%,,,,0.49%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,2.84%,,,,2.57%,,,,2.57%,,,,2.75%,0.26%,0.80%,1.16%,0.02%,0.16%
Shareholding Pattern (Yearly),Public,22.17%,,,,22.10%,,,,22.09%,,,,21.77%,25.04%,24.38%,24.01%,25.19%,25.02%
Shareholding Pattern (Yearly),No. of Shareholders,16747,,,,17234,,,,14667,,,,15036,8245,8436,31178,5160,6234
,,,,,,,,,,,,,,,,,,,
