Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2017,Mar 2018
Balance Sheet,Reserves,308,,,,404,,,,528,,,,649,177,196,251,,
Balance Sheet,Borrowings,79,,,,47,,,,1,,,,36,189,118,59,,
Balance Sheet,Other Liabilities,93,,,,79,,,,70,,,,85,64,73,89,,
Balance Sheet,Total Liabilities,489,,,,538,,,,607,,,,778,438,395,407,,
Balance Sheet,Fixed Assets,179,,,,172,,,,175,,,,177,233,195,188,,
Balance Sheet,CWIP,0,,,,13,,,,2,,,,83,13,11,0,,
Balance Sheet,Investments,1,,,,1,,,,0,,,,0,1,2,1,,
Balance Sheet,Other Assets,309,,,,352,,,,431,,,,518,191,188,218,,
Balance Sheet,Total Assets,489,,,,538,,,,607,,,,778,438,395,407,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,6,,,,66,,,,113,,,,107,28,66,79,,
Cash Flows,Cash from Investing Activity,-30,,,,-12,,,,-21,,,,-126,-53,19,-5,,
Cash Flows,Cash from Financing Activity,17,,,,-36,,,,-47,,,,-4,22,-80,-64,,
Cash Flows,Net Cash Flow,-6,,,,18,,,,45,,,,-23,-2,5,9,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,66,,,,48,,,,65,,,,73,63,69,75,,
Ratios,Inventory Days,129,,,,110,,,,112,,,,121,93,98,106,,
Ratios,Days Payable,56,,,,27,,,,30,,,,30,38,52,76,,
Ratios,Cash Conversion Cycle,139,,,,131,,,,147,,,,163,117,115,105,,
Ratios,Working Capital Days,113,,,,96,,,,109,,,,123,87,82,87,,
Ratios,ROCE %,25%,,,,32%,,,,34%,,,,27%,,17%,24%,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,54.61%,54.61%,54.61%,54.61%,54.61%,54.61%,54.61%,54.61%,54.61%,54.61%,52.19%,52.19%,,,,,
Shareholding Pattern (Quarterly),FIIs,,5.34%,5.45%,2.14%,2.53%,3.59%,3.99%,3.80%,3.57%,3.84%,3.62%,3.95%,3.68%,,,,,
Shareholding Pattern (Quarterly),DIIs,,11.11%,11.33%,11.62%,12.49%,12.96%,11.60%,12.02%,11.22%,11.25%,7.90%,11.59%,12.62%,,,,,
Shareholding Pattern (Quarterly),Public,,28.94%,28.60%,31.61%,30.36%,28.84%,29.79%,29.56%,30.61%,30.29%,33.86%,32.25%,31.51%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,9127,9400,12894,13913,22823,21116,21249,24816,25292,32183,35558,33993,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,54.61%,,,,54.61%,,,,54.61%,,,,52.19%,52.71%,52.75%,54.61%,58.83%,52.71%
Shareholding Pattern (Yearly),FIIs,5.21%,,,,2.53%,,,,3.57%,,,,3.68%,3.64%,3.87%,4.90%,0.99%,1.77%
Shareholding Pattern (Yearly),DIIs,9.27%,,,,12.49%,,,,11.22%,,,,12.62%,3.03%,2.78%,4.49%,0.00%,2.68%
Shareholding Pattern (Yearly),Public,30.90%,,,,30.36%,,,,30.61%,,,,31.51%,40.62%,40.60%,36.00%,40.18%,42.84%
Shareholding Pattern (Yearly),No. of Shareholders,7984,,,,13913,,,,24816,,,,33993,3601,3470,3495,4426,3906
,,,,,,,,,,,,,,,,,,,
