Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Ratios,Cash Conversion Cycle,67,,,,54,,,,81,,,,70,33,49,51,61,70
Ratios,Working Capital Days,63,,,,51,,,,73,,,,65,30,46,47,62,66
Ratios,ROCE %,20%,,,,19%,,,,14%,,,,13%,,29%,24%,21%,18%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.22%,74.22%,74.22%,74.26%,74.30%,74.30%,74.30%,74.51%,74.51%,74.51%,68.16%,68.16%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,,,,,
Shareholding Pattern (Quarterly),Public,,25.78%,25.78%,25.78%,25.74%,25.70%,25.70%,25.70%,25.49%,25.49%,25.49%,31.84%,31.84%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,6289,6514,7157,7223,7131,7783,7634,8166,7679,7750,7161,7153,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.22%,,,,74.26%,,,,74.51%,,,,68.16%,,72.97%,73.71%,74.19%,74.22%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.01%,,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,3.49%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,25.78%,,,,25.74%,,,,25.49%,,,,31.84%,,23.54%,26.28%,25.81%,25.77%
Shareholding Pattern (Yearly),No. of Shareholders,6369,,,,7223,,,,8166,,,,7153,,586,644,607,1561
,,,,,,,,,,,,,,,,,,,
