Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Total Liabilities,511,,,,515,,,,599,,,,721,311,329,431,481,496,513
Balance Sheet,Fixed Assets,215,,,,226,,,,254,,,,223,134,158,163,182,188,182
Balance Sheet,CWIP,2,,,,4,,,,2,,,,4,1,2,14,5,1,1
Balance Sheet,Investments,0,,,,0,,,,0,,,,96,-0,0,0,0,-0,-0
Balance Sheet,Other Assets,294,,,,284,,,,343,,,,398,177,169,254,295,307,330
Balance Sheet,Total Assets,511,,,,515,,,,599,,,,721,311,329,431,481,496,513
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,35,,,,36,,,,44,,,,-56,37,44,38,-19,10,11
Cash Flows,Cash from Investing Activity,-35,,,,-28,,,,-38,,,,80,-21,-20,-12,-7,1,5
Cash Flows,Cash from Financing Activity,-20,,,,-9,,,,-9,,,,-19,-11,-30,-18,29,-9,-10
Cash Flows,Net Cash Flow,-20,,,,-1,,,,-4,,,,6,5,-6,8,2,2,5
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,61,,,,80,,,,76,,,,70,81,82,116,113,83,103
Ratios,Inventory Days,124,,,,88,,,,95,,,,147,72,82,79,85,111,107
Ratios,Days Payable,63,,,,69,,,,72,,,,81,29,41,92,77,87,77
Ratios,Cash Conversion Cycle,122,,,,99,,,,99,,,,136,124,124,103,120,107,133
Ratios,Working Capital Days,113,,,,103,,,,88,,,,120,78,89,45,76,91,133
Ratios,ROCE %,7%,,,,1%,,,,8%,,,,33%,,16%,18%,15%,18%,16%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,65.35%,65.35%,65.35%,65.35%,65.35%,65.35%,65.35%,65.35%,65.35%,65.35%,65.35%,65.35%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.04%,0.00%,0.00%,,,,,,
Shareholding Pattern (Quarterly),Public,,34.65%,34.65%,34.64%,34.65%,34.64%,34.65%,34.65%,34.62%,34.65%,34.61%,34.66%,34.65%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,12235,12645,11749,11871,11766,11280,10216,11052,13027,13434,13491,13708,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,65.35%,,,,65.35%,,,,65.35%,,,,65.35%,,74.85%,74.85%,74.85%,65.35%,65.35%
Shareholding Pattern (Yearly),FIIs,0.13%,,,,0.00%,,,,0.03%,,,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,0.08%,0.05%,0.01%,5.33%,5.33%
Shareholding Pattern (Yearly),Public,34.52%,,,,34.65%,,,,34.62%,,,,34.65%,,25.07%,25.10%,25.14%,29.31%,29.31%
Shareholding Pattern (Yearly),No. of Shareholders,11790,,,,11871,,,,11052,,,,13708,,7188,7059,7123,7472,7132
,,,,,,,,,,,,,,,,,,,,
