Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,CWIP,0,,,,1,,,,2,,,,0,0,0,0
Balance Sheet,Investments,165,,,,140,,,,179,,,,319,41,45,129
Balance Sheet,Other Assets,390,,,,399,,,,1177,,,,1238,138,136,143
Balance Sheet,Total Assets,777,,,,936,,,,1722,,,,1904,285,397,440
,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,17,,,,52,,,,152,,,,120,36,19,21
Cash Flows,Cash from Investing Activity,-276,,,,16,,,,-566,,,,-45,-3,-111,-81
Cash Flows,Cash from Financing Activity,240,,,,-2,,,,581,,,,-2,-6,73,93
Cash Flows,Net Cash Flow,-20,,,,66,,,,168,,,,73,27,-19,33
,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,100,,,,104,,,,78,,,,72,88,71,97
Ratios,Inventory Days,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,100,,,,104,,,,78,,,,72,88,71,97
Ratios,Working Capital Days,15,,,,-2,,,,199,,,,297,-3,-5,9
Ratios,ROCE %,3%,,,,10%,,,,17%,,,,17%,,-4%,-6%
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,55.91%,55.82%,55.79%,55.76%,55.76%,55.72%,51.27%,51.25%,48.25%,48.22%,48.22%,48.17%,,,
Shareholding Pattern (Quarterly),FIIs,,8.49%,7.34%,3.97%,4.05%,5.33%,5.42%,8.67%,10.49%,9.54%,10.21%,8.27%,7.60%,,,
Shareholding Pattern (Quarterly),DIIs,,8.14%,8.03%,14.22%,14.65%,17.78%,17.81%,18.77%,17.31%,21.66%,20.56%,22.61%,23.00%,,,
Shareholding Pattern (Quarterly),Public,,27.46%,28.81%,26.02%,25.54%,21.13%,21.06%,21.27%,20.89%,20.49%,20.96%,20.84%,21.16%,,,
Shareholding Pattern (Quarterly),Others,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.06%,0.06%,0.06%,0.06%,0.06%,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,68790,70652,68004,60625,63387,59795,69427,71332,86940,90105,92639,90468,,,
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,56.29%,,,,55.76%,,,,51.25%,,,,48.17%,,,
Shareholding Pattern (Yearly),FIIs,9.18%,,,,4.05%,,,,10.49%,,,,7.60%,,,
Shareholding Pattern (Yearly),DIIs,8.80%,,,,14.65%,,,,17.31%,,,,23.00%,,,
Shareholding Pattern (Yearly),Public,25.73%,,,,25.54%,,,,20.89%,,,,21.16%,,,
Shareholding Pattern (Yearly),Others,0.00%,,,,0.00%,,,,0.06%,,,,0.06%,,,
Shareholding Pattern (Yearly),No. of Shareholders,69018,,,,60625,,,,71332,,,,90468,,,
,,,,,,,,,,,,,,,,,
