Section,,Mar 2021,Jun 2021,Sep 2021,Dec 2021,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Jun 2024
Cash Flows,Net Cash Flow,-4,,,,-4,,,,2,,,,-2,-55,2,-4,7,-3,9,-3,-1,
,,,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,66,,,,98,,,,81,,,,60,200,59,25,28,32,39,54,34,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,66,,,,98,,,,81,,,,60,200,59,25,28,32,39,54,34,
Ratios,Working Capital Days,-826,,,,-401,,,,-411,,,,-8169,-25,-299,-1306,-3463,-1788,-924,-957,-1400,
Ratios,ROCE %,2%,,,,8%,,,,-2%,,,,,4%,-3%,-2%,-1%,-3%,-2%,-2%,-2%,
,,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,,47.44%,45.53%,39.12%,37.21%,35.30%,31.35%,27.58%,25.76%,25.76%,14.37%,14.37%,,,,,,,,,14.37%
Shareholding Pattern (Quarterly),FIIs,,,0.50%,0.50%,0.50%,0.63%,0.59%,0.51%,0.50%,0.50%,0.50%,0.00%,0.05%,,,,,,,,,0.05%
Shareholding Pattern (Quarterly),DIIs,,,1.07%,1.07%,1.07%,1.14%,1.15%,1.14%,1.06%,1.06%,1.06%,1.06%,1.06%,,,,,,,,,1.06%
Shareholding Pattern (Quarterly),Government,,,0.01%,0.01%,0.01%,0.00%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,,,,,,,,,0.02%
Shareholding Pattern (Quarterly),Public,,,50.98%,52.89%,59.30%,61.02%,62.95%,67.00%,70.84%,72.67%,72.67%,84.55%,84.51%,,,,,,,,,84.51%
Shareholding Pattern (Quarterly),No. of Shareholders,,,10354,11138,13628,17584,19866,23575,24801,25550,24621,31899,31109,,,,,,,,,31109
,,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,47.44%,,,,39.12%,,,,27.58%,,,,14.37%,,,,,74.99%,55.04%,52.18%,49.18%,14.37%
Shareholding Pattern (Yearly),FIIs,0.50%,,,,0.50%,,,,0.50%,,,,0.05%,,,,,1.14%,2.04%,0.54%,0.51%,0.05%
Shareholding Pattern (Yearly),DIIs,1.07%,,,,1.07%,,,,1.06%,,,,1.06%,,,,,0.01%,1.29%,1.08%,1.09%,1.06%
Shareholding Pattern (Yearly),Government,0.01%,,,,0.01%,,,,0.02%,,,,0.02%,,,,,0.00%,0.00%,0.00%,0.00%,0.02%
Shareholding Pattern (Yearly),Public,50.98%,,,,59.30%,,,,70.84%,,,,84.51%,,,,,23.85%,41.62%,46.20%,49.22%,84.51%
Shareholding Pattern (Yearly),No. of Shareholders,9197,,,,13628,,,,24801,,,,31109,,,,,9906,9567,9921,9400,31109
,,,,,,,,,,,,,,,,,,,,,,,
