Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Balance Sheet,Equity Capital,9,,,,14,,,,14,,,,14,9,9,9,9,9,9,9
Balance Sheet,Reserves,2239,,,,2590,,,,3127,,,,3623,900,1036,1178,1299,1513,1700,1978
Balance Sheet,Borrowings,157,,,,237,,,,153,,,,157,39,23,0,79,65,252,207
Balance Sheet,Other Liabilities,557,,,,939,,,,726,,,,1112,279,250,226,360,465,584,422
Balance Sheet,Total Liabilities,2962,,,,3780,,,,4020,,,,4906,1227,1319,1414,1747,2053,2545,2617
Balance Sheet,Fixed Assets,875,,,,1122,,,,1164,,,,1348,425,446,448,445,440,500,865
Balance Sheet,CWIP,107,,,,101,,,,167,,,,190,42,48,38,47,179,371,76
Balance Sheet,Investments,109,,,,135,,,,89,,,,180,20,24,74,0,203,155,637
Balance Sheet,Other Assets,1873,,,,2422,,,,2601,,,,3188,740,801,854,1255,1231,1518,1039
Balance Sheet,Total Assets,2962,,,,3780,,,,4020,,,,4906,1227,1319,1414,1747,2053,2545,2617
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-283,,,,310,,,,511,,,,536,148,155,134,-73,554,215,546
Cash Flows,Cash from Investing Activity,418,,,,-204,,,,-146,,,,-397,-52,-11,-104,21,-360,-358,-470
Cash Flows,Cash from Financing Activity,-135,,,,-116,,,,-193,,,,-130,-74,-179,-28,42,-56,47,-79
Cash Flows,Net Cash Flow,0,,,,-10,,,,173,,,,9,23,-35,3,-10,137,-96,-3
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,70,,,,82,,,,68,,,,89,48,83,110,115,61,52,64
Ratios,Inventory Days,193,,,,156,,,,148,,,,163,112,95,141,184,113,185,133
Ratios,Days Payable,55,,,,46,,,,39,,,,50,41,40,48,62,56,57,60
Ratios,Cash Conversion Cycle,208,,,,192,,,,177,,,,202,119,138,202,237,118,180,137
Ratios,Working Capital Days,151,,,,136,,,,137,,,,152,86,121,167,190,86,104,85
Ratios,ROCE %,20%,,,,27%,,,,28%,,,,22%,,25%,19%,18%,26%,24%,19%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,60.16%,60.10%,60.10%,60.06%,59.77%,59.77%,59.77%,59.77%,59.77%,59.77%,59.77%,59.77%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,12.28%,12.51%,12.51%,12.77%,12.79%,12.87%,12.77%,12.86%,12.61%,12.70%,11.56%,11.63%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,16.36%,16.25%,16.34%,16.39%,16.45%,16.47%,16.28%,16.14%,16.58%,16.75%,18.74%,18.80%,,,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.02%,0.02%,0.02%,,,,,,,
Shareholding Pattern (Quarterly),Public,,11.20%,11.14%,11.03%,10.76%,10.99%,10.87%,11.15%,11.22%,11.03%,10.75%,9.92%,9.79%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,18744,20287,20184,27403,26561,28778,34253,39190,39503,38493,33802,33430,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,60.16%,,,,60.06%,,,,59.77%,,,,59.77%,,,60.12%,60.09%,60.09%,60.16%,60.16%
Shareholding Pattern (Yearly),FIIs,12.13%,,,,12.77%,,,,12.86%,,,,11.63%,,,0.00%,13.56%,11.66%,9.72%,11.21%
Shareholding Pattern (Yearly),DIIs,16.26%,,,,16.39%,,,,16.14%,,,,18.80%,,,19.24%,6.22%,8.76%,12.21%,14.26%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.02%,,,0.00%,0.30%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,11.45%,,,,10.76%,,,,11.22%,,,,9.79%,,,20.64%,19.82%,19.49%,17.91%,14.36%
Shareholding Pattern (Yearly),No. of Shareholders,16830,,,,27403,,,,39190,,,,33430,,,9362,11567,10945,11623,12161
,,,,,,,,,,,,,,,,,,,,,
