Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2006,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.06%,0.01%,0.00%,0.00%,0.01%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.01%,0.01%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,,,,,,
Shareholding Pattern (Quarterly),Public,,43.78%,43.76%,43.77%,43.77%,43.72%,43.69%,43.73%,43.70%,43.75%,43.75%,43.75%,43.80%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,7554,7736,6643,6309,7176,7414,7284,9567,11872,11841,11227,10825,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,56.22%,,,,56.22%,,,,56.23%,,,,56.19%,,55.30%,55.30%,55.30%,55.53%,56.00%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.06%,,,,0.01%,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.01%,,,,0.00%,,,,0.00%,,,,0.00%,,0.14%,0.24%,0.13%,0.01%,0.01%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.02%,,,,0.02%,,,,0.02%,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,43.78%,,,,43.77%,,,,43.70%,,,,43.80%,,44.56%,44.46%,44.57%,44.47%,43.99%
Shareholding Pattern (Yearly),No. of Shareholders,7463,,,,6309,,,,9567,,,,10825,,5305,5275,5245,5203,5243
,,,,,,,,,,,,,,,,,,,,
