Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Ratios,Working Capital Days,62,,,,50,,,,61,,,,37,244,232,181,147,208,212,42
Ratios,ROCE %,2%,,,,16%,,,,7%,,,,8%,,6%,8%,9%,11%,6%,9%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.71%,74.71%,74.71%,74.71%,74.71%,74.71%,74.71%,74.71%,74.71%,74.71%,74.71%,74.71%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.40%,0.18%,0.20%,0.54%,0.39%,0.39%,1.10%,0.48%,0.41%,0.41%,0.42%,0.60%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,13.14%,13.14%,12.75%,12.40%,11.89%,9.90%,8.51%,8.38%,7.47%,7.27%,7.28%,6.83%,,,,,,,
Shareholding Pattern (Quarterly),Public,,11.75%,11.97%,12.36%,12.36%,13.01%,15.00%,15.68%,16.43%,17.39%,17.60%,17.58%,17.85%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,121159,118706,119623,112985,118237,134946,157919,234201,259888,315448,307998,310563,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.71%,,,,74.71%,,,,74.71%,,,,74.71%,,,89.71%,74.71%,74.71%,74.71%,74.71%
Shareholding Pattern (Yearly),FIIs,0.81%,,,,0.54%,,,,0.48%,,,,0.60%,,,0.31%,1.64%,1.02%,0.01%,0.01%
Shareholding Pattern (Yearly),DIIs,13.14%,,,,12.40%,,,,8.38%,,,,6.83%,,,5.89%,16.01%,15.69%,13.79%,15.27%
Shareholding Pattern (Yearly),Public,11.33%,,,,12.36%,,,,16.43%,,,,17.85%,,,4.09%,7.63%,8.57%,11.49%,10.01%
Shareholding Pattern (Yearly),No. of Shareholders,117726,,,,112985,,,,234201,,,,310563,,,43642,53946,57471,57559,107936
,,,,,,,,,,,,,,,,,,,,,
