Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,Sales,83,,,,91,,,,114,,,,150,46,44,55,54,57,69,72
Profit & Loss,Expenses,58,,,,73,,,,94,,,,128,42,53,56,47,45,47,51
Profit & Loss,Operating Profit,25,,,,17,,,,21,,,,22,4,-10,-0,7,11,22,21
Profit & Loss,OPM %,30%,,,,19%,,,,18%,,,,14%,8%,-22%,-1%,13%,20%,31%,30%
Profit & Loss,Other Income,1,,,,1,,,,2,,,,4,3,3,1,1,1,2,2
Profit & Loss,Interest,0,,,,0,,,,0,,,,0,0,1,1,1,1,1,1
Profit & Loss,Depreciation,1,,,,2,,,,2,,,,5,1,2,3,4,2,1,1
Profit & Loss,Profit before tax,24,,,,17,,,,20,,,,20,5,-8,-3,3,10,21,22
Profit & Loss,Tax %,21%,,,,18%,,,,22%,,,,20%,23%,-1%,43%,115%,13%,19%,18%
Profit & Loss,Net Profit,19,,,,14,,,,16,,,,16,4,-8,-5,-0,9,17,18
Profit & Loss,EPS in Rs,8.49,,,,5.86,,,,6.66,,,,6.94,2.01,-3.86,-2.18,-0.21,3.91,7.75,8.06
Profit & Loss,Dividend Payout %,5%,,,,9%,,,,15%,,,,14%,-0%,-0%,-0%,-0%,5%,3%,5%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,4,,,,5,,,,5,,,,5,4,4,4,4,4,4,4
Balance Sheet,Reserves,93,,,,108,,,,124,,,,137,52,43,35,33,40,56,74
Balance Sheet,Borrowings,1,,,,0,,,,0,,,,0,-0,-0,2,5,5,3,2
Balance Sheet,Other Liabilities,18,,,,20,,,,23,,,,33,14,11,15,12,8,10,21
Balance Sheet,Total Liabilities,117,,,,133,,,,152,,,,174,70,58,56,55,58,74,102
Balance Sheet,Fixed Assets,3,,,,4,,,,18,,,,24,4,3,7,3,3,3,3
Balance Sheet,CWIP,12,,,,19,,,,5,,,,-0,-0,-0,1,2,-0,-0,6
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,-0,-0,0,0,0,0,0
Balance Sheet,Other Assets,101,,,,109,,,,129,,,,151,66,56,48,50,55,72,93
Balance Sheet,Total Assets,117,,,,133,,,,152,,,,174,70,58,56,55,58,74,102
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,24,,,,-4,,,,29,,,,2,-16,-14,12,-13,1,6,11
Cash Flows,Cash from Investing Activity,-12,,,,-7,,,,-23,,,,10,1,3,-4,4,-2,-0,0
Cash Flows,Cash from Financing Activity,-2,,,,1,,,,-2,,,,-5,14,4,-2,3,-2,-1,-4
Cash Flows,Net Cash Flow,9,,,,-10,,,,4,,,,7,-0,-7,6,-6,-2,4,8
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,194,,,,216,,,,143,,,,164,218,222,105,173,187,182,269
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,194,,,,216,,,,143,,,,164,218,222,105,173,187,182,269
Ratios,Working Capital Days,172,,,,222,,,,143,,,,149,146,157,58,191,195,212,210
Ratios,ROCE %,28%,,,,16%,,,,17%,,,,15%,,-15%,-6%,9%,23%,39%,31%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,18.08%,18.08%,18.08%,18.08%,18.08%,20.71%,20.71%,20.71%,20.71%,20.70%,20.68%,20.68%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,0.37%,0.17%,0.04%,0.04%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,,,,,,,
Shareholding Pattern (Quarterly),Public,,81.92%,81.91%,81.92%,81.92%,81.92%,79.29%,79.28%,78.92%,78.93%,79.14%,79.27%,78.45%,,,,,,,
Shareholding Pattern (Quarterly),Others,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.81%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,18981,19771,19067,18921,18985,20367,21378,20068,19282,19356,18296,18104,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,18.08%,,,,18.08%,,,,20.71%,,,,20.68%,,,18.46%,18.46%,18.24%,18.23%,18.28%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.37%,,,,0.04%,,,0.00%,0.10%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.01%,,,0.00%,0.09%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,81.92%,,,,81.92%,,,,78.92%,,,,78.45%,,,81.54%,81.35%,81.75%,81.77%,81.72%
Shareholding Pattern (Yearly),Others,0.00%,,,,0.00%,,,,0.00%,,,,0.81%,,,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),No. of Shareholders,18598,,,,18921,,,,20068,,,,18104,,,10107,11140,10714,10078,10687
,,,,,,,,,,,,,,,,,,,,,
