Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2021,Mar 2019,Mar 2020
Profit & Loss,Tax %,26%,,,,25%,,,,24%,,,,32%,30%,,
Profit & Loss,Net Profit,52,,,,68,,,,58,,,,6,21,,
Profit & Loss,EPS in Rs,45.87,,,,59.54,,,,50.83,,,,5.07,19.71,,
Profit & Loss,Dividend Payout %,1%,,,,1%,,,,1%,,,,10%,3%,,
,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,11,,,,11,,,,11,,,,12,11,,
Balance Sheet,Reserves,162,,,,227,,,,283,,,,408,68,,
Balance Sheet,Borrowings,179,,,,324,,,,579,,,,570,162,,
Balance Sheet,Other Liabilities,131,,,,88,,,,119,,,,104,65,,
Balance Sheet,Total Liabilities,483,,,,650,,,,993,,,,1094,305,,
Balance Sheet,Fixed Assets,161,,,,177,,,,203,,,,624,120,,
Balance Sheet,CWIP,1,,,,124,,,,461,,,,1,0,,
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,0,,
Balance Sheet,Other Assets,322,,,,349,,,,329,,,,469,185,,
Balance Sheet,Total Assets,483,,,,650,,,,993,,,,1094,305,,
,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,16,,,,13,,,,90,,,,-42,35,,
Cash Flows,Cash from Investing Activity,-59,,,,-134,,,,-304,,,,-9,-14,,
Cash Flows,Cash from Financing Activity,43,,,,122,,,,214,,,,59,-21,,
Cash Flows,Net Cash Flow,-0,,,,0,,,,-0,,,,8,0,,
,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,78,,,,56,,,,74,,,,73,73,,
Ratios,Inventory Days,126,,,,147,,,,130,,,,247,125,,
Ratios,Days Payable,105,,,,45,,,,46,,,,61,72,,
Ratios,Cash Conversion Cycle,99,,,,158,,,,157,,,,259,126,,
Ratios,Working Capital Days,100,,,,130,,,,144,,,,188,103,,
Ratios,ROCE %,29%,,,,23%,,,,13%,,,,7%,,,
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,71.54%,71.54%,71.54%,71.54%,71.54%,71.54%,72.33%,71.91%,71.92%,71.92%,71.92%,67.99%,,,
Shareholding Pattern (Quarterly),FIIs,,0.08%,0.09%,0.09%,0.12%,0.13%,0.13%,0.13%,1.05%,0.97%,0.99%,1.41%,7.24%,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.28%,0.51%,,,
Shareholding Pattern (Quarterly),Public,,28.38%,28.37%,28.37%,28.34%,28.33%,28.34%,27.54%,27.04%,27.10%,26.99%,26.38%,24.25%,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,35248,39780,39845,40477,39566,37484,36015,37596,35140,32402,29479,27754,,,
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,71.54%,,,,71.54%,,,,71.91%,,,,67.99%,74.09%,74.10%,74.09%
Shareholding Pattern (Yearly),FIIs,0.09%,,,,0.12%,,,,1.05%,,,,7.24%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.51%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,28.37%,,,,28.34%,,,,27.04%,,,,24.25%,25.91%,25.90%,25.91%
Shareholding Pattern (Yearly),No. of Shareholders,29520,,,,40477,,,,37596,,,,27754,919,170,124
,,,,,,,,,,,,,,,,,
