Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Cash Flows,Cash from Operating Activity,0,,,,136,,,,-26,,,,74,-31,1,53,132
Cash Flows,Cash from Investing Activity,-62,,,,-58,,,,-80,,,,-54,-11,-16,-25,-22
Cash Flows,Cash from Financing Activity,55,,,,-79,,,,108,,,,-22,51,16,-43,-109
Cash Flows,Net Cash Flow,-7,,,,-0,,,,2,,,,-2,9,1,-15,1
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,109,,,,112,,,,114,,,,119,107,123,136,116
Ratios,Inventory Days,282,,,,172,,,,245,,,,253,254,273,248,274
Ratios,Days Payable,105,,,,66,,,,92,,,,97,101,124,98,114
Ratios,Cash Conversion Cycle,287,,,,218,,,,268,,,,275,260,272,286,276
Ratios,Working Capital Days,195,,,,176,,,,192,,,,196,170,186,213,192
Ratios,ROCE %,27%,,,,9%,,,,14%,,,,13%,,21%,14%,19%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,72.91%,72.91%,72.91%,73.09%,73.09%,73.09%,73.09%,72.21%,72.21%,72.21%,72.21%,72.21%,,,,
Shareholding Pattern (Quarterly),FIIs,,0.48%,0.52%,0.44%,0.44%,0.49%,0.33%,0.48%,2.08%,2.02%,1.98%,2.01%,1.86%,,,,
Shareholding Pattern (Quarterly),DIIs,,1.69%,2.09%,2.35%,2.26%,0.50%,0.57%,0.58%,0.55%,0.79%,0.71%,0.95%,1.55%,,,,
Shareholding Pattern (Quarterly),Public,,24.91%,24.47%,24.30%,24.21%,25.93%,26.00%,25.85%,25.15%,25.00%,25.09%,24.83%,24.38%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,33315,27619,27039,26688,27288,25853,25356,23227,26278,27255,28082,28207,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,72.91%,,,,73.09%,,,,72.21%,,,,72.21%,56.85%,60.01%,72.20%,72.91%
Shareholding Pattern (Yearly),FIIs,0.30%,,,,0.44%,,,,2.08%,,,,1.86%,0.00%,0.30%,0.30%,0.00%
Shareholding Pattern (Yearly),DIIs,1.68%,,,,2.26%,,,,0.55%,,,,1.55%,9.97%,8.22%,6.95%,3.75%
Shareholding Pattern (Yearly),Public,25.10%,,,,24.21%,,,,25.15%,,,,24.38%,33.18%,31.47%,20.55%,23.34%
Shareholding Pattern (Yearly),No. of Shareholders,32549,,,,26688,,,,23227,,,,28207,4993,7997,8555,15320
,,,,,,,,,,,,,,,,,,
