Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Profit & Loss,Profit before tax,7,,,,9,,,,15,,,,23,1,2,5,6,6,13
Profit & Loss,Tax %,27%,,,,26%,,,,32%,,,,34%,40%,28%,29%,27%,25%,27%
Profit & Loss,Net Profit,5,,,,7,,,,10,,,,16,1,1,3,5,4,10
Profit & Loss,EPS in Rs,4.61,,,,5.83,,,,6.24,,,,8.73,3.05,1.62,2.92,3.96,3.80,8.43
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,11,,,,11,,,,11,,,,12,1,4,6,6,11,11
Balance Sheet,Reserves,27,,,,34,,,,41,,,,68,3,2,9,14,12,22
Balance Sheet,Borrowings,37,,,,33,,,,34,,,,35,6,6,15,27,32,40
Balance Sheet,Other Liabilities,36,,,,45,,,,53,,,,72,12,15,30,44,42,48
Balance Sheet,Total Liabilities,112,,,,123,,,,139,,,,188,21,27,60,90,98,121
Balance Sheet,Fixed Assets,9,,,,8,,,,9,,,,13,1,3,7,12,12,10
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,0,0,0,0,0,0
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,0,0,0,0,0,0
Balance Sheet,Other Assets,103,,,,114,,,,129,,,,174,20,23,53,78,86,111
Balance Sheet,Total Assets,112,,,,123,,,,139,,,,188,21,27,60,90,98,121
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,12,,,,10,,,,7,,,,-5,-2,2,-8,0,2,-5
Cash Flows,Cash from Investing Activity,0,,,,-1,,,,-4,,,,-18,-0,-3,-3,-6,-1,-0
Cash Flows,Cash from Financing Activity,-11,,,,-11,,,,0,,,,18,3,0,12,8,1,2
Cash Flows,Net Cash Flow,1,,,,-2,,,,3,,,,-5,1,-1,1,3,2,-3
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,173,,,,77,,,,39,,,,15,129,81,130,112,43,471
Ratios,Inventory Days,0,,,,6,,,,9,,,,4,210,116,141,274,0,0
Ratios,Days Payable,,,,,250,,,,303,,,,129,194,123,240,295,,
Ratios,Cash Conversion Cycle,173,,,,-168,,,,-255,,,,-110,144,74,30,90,43,471
Ratios,Working Capital Days,382,,,,222,,,,173,,,,163,147,86,104,120,125,458
Ratios,ROCE %,17%,,,,19%,,,,24%,,,,27%,,31%,29%,28%,20%,30%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,73.48%,73.48%,73.47%,73.47%,73.47%,73.11%,72.87%,71.20%,71.20%,71.20%,71.20%,71.20%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.90%,0.90%,,,,,,
Shareholding Pattern (Quarterly),Public,,26.53%,26.53%,26.53%,26.53%,26.53%,26.89%,27.13%,28.80%,28.80%,28.80%,27.86%,27.90%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,4319,4705,4292,4439,5229,5170,5413,3824,3723,4256,4897,4766,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,73.48%,,,,73.47%,,,,71.20%,,,,71.20%,,,73.48%,73.48%,73.48%,73.48%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.90%,,,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,26.53%,,,,26.53%,,,,28.80%,,,,27.90%,,,26.52%,26.53%,26.52%,26.53%
Shareholding Pattern (Yearly),No. of Shareholders,4665,,,,4439,,,,3824,,,,4766,,,108,107,123,773
,,,,,,,,,,,,,,,,,,,,
