Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2020,Mar 2021,Mar 2017,Mar 2018,Mar 2019
Balance Sheet,Borrowings,212,,,,190,,,,173,,,,272,20,24,,,
Balance Sheet,Other Liabilities,44,,,,40,,,,31,,,,58,27,35,,,
Balance Sheet,Total Liabilities,560,,,,506,,,,485,,,,624,215,311,,,
Balance Sheet,Fixed Assets,198,,,,227,,,,244,,,,269,102,121,,,
Balance Sheet,CWIP,8,,,,1,,,,5,,,,26,3,0,,,
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,0,0,,,
Balance Sheet,Other Assets,354,,,,277,,,,236,,,,328,110,191,,,
Balance Sheet,Total Assets,560,,,,506,,,,485,,,,624,215,311,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-84,,,,77,,,,73,,,,-8,93,26,,,
Cash Flows,Cash from Investing Activity,-100,,,,-41,,,,-40,,,,-67,-59,-28,,,
Cash Flows,Cash from Financing Activity,183,,,,-36,,,,-33,,,,74,-36,2,,,
Cash Flows,Net Cash Flow,-1,,,,1,,,,1,,,,-1,-2,0,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,33,,,,35,,,,41,,,,48,31,37,,,
Ratios,Inventory Days,321,,,,201,,,,164,,,,285,113,314,,,
Ratios,Days Payable,43,,,,35,,,,28,,,,63,20,71,,,
Ratios,Cash Conversion Cycle,311,,,,202,,,,177,,,,269,124,280,,,
Ratios,Working Capital Days,228,,,,167,,,,144,,,,181,80,137,,,
Ratios,ROCE %,20%,,,,-4%,,,,4%,,,,7%,,50%,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,54.91%,54.91%,54.91%,54.91%,54.91%,54.91%,54.91%,54.91%,54.91%,58.64%,58.64%,58.64%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.02%,0.08%,0.08%,0.02%,0.00%,0.00%,0.02%,0.02%,0.00%,0.13%,0.00%,0.00%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.42%,1.42%,1.42%,,,,,
Shareholding Pattern (Quarterly),Public,,45.07%,45.01%,45.01%,45.07%,45.08%,45.10%,45.08%,45.07%,45.09%,39.79%,39.92%,39.94%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,22778,22970,22313,21763,21013,20523,20016,19527,19010,18117,17821,17561,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,54.91%,,,,54.91%,,,,54.91%,,,,58.64%,54.91%,54.91%,46.89%,46.91%,49.91%
Shareholding Pattern (Yearly),FIIs,0.01%,,,,0.02%,,,,0.02%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,1.42%,0.00%,0.00%,0.03%,0.00%,0.06%
Shareholding Pattern (Yearly),Public,45.08%,,,,45.07%,,,,45.07%,,,,39.94%,45.09%,45.09%,53.08%,53.09%,49.89%
Shareholding Pattern (Yearly),No. of Shareholders,22111,,,,21763,,,,19527,,,,17561,9773,14174,11502,9416,9442
,,,,,,,,,,,,,,,,,,,
