Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2018
Ratios,ROCE %,24%,,,,24%,,,,26%,,,,21%,,21%,19%,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,66.65%,63.48%,63.48%,63.48%,63.48%,56.91%,56.91%,56.67%,56.68%,56.16%,56.16%,56.60%,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.35%,0.01%,0.00%,0.07%,0.14%,0.29%,0.89%,0.98%,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,1.06%,1.49%,1.58%,1.57%,1.52%,1.52%,0.96%,,,,
Shareholding Pattern (Quarterly),Public,,33.35%,36.52%,36.52%,36.52%,36.17%,42.01%,41.59%,41.68%,41.61%,42.02%,41.43%,41.47%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,5040,5176,5038,5116,5662,6471,6450,6386,6784,10160,9737,9098,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,66.65%,,,,63.48%,,,,56.67%,,,,56.60%,68.95%,68.95%,68.95%,68.95%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.07%,,,,0.98%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,1.58%,,,,0.96%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,33.34%,,,,36.52%,,,,41.68%,,,,41.47%,18.38%,31.04%,31.05%,31.05%
Shareholding Pattern (Yearly),No. of Shareholders,4210,,,,5116,,,,6386,,,,9098,188,649,1411,210
,,,,,,,,,,,,,,,,,,
